title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    National Treasure: Book of Secrets  ,2007,PG,124," Action, Adventure, Mystery            ",6.5,0,    Jon Turteltau   ,      Nicolas Cage,   Diane Kruger,   Justin Bartha,   Jon Voight  ,219828,219960000
    The Crazies  ,2010,R,101," Adventure, Fantasy, Horror            ",6.5,0,    Breck Eisner  ,      Radha Mitchell,   Timothy Olyphant,   Danielle Pana aker,   Joe Anderson  ,112084,39120000
    Unknown  ,2006,Not Rated,85," Crime, Drama, Mystery            ",6.5,0,    Simon Brand  ,      Jim Caviezel,   Greg Kinnear,   Bridget Moynahan,   Joe Pantoliano  ,29350,140000
    Hollywoodland  ,2006,R,126," Biography, Crime, Drama            ",6.5,62,    Allen Coulter  ,      Adrien Brody,   Ben Affleck,   Diane Lane,   Bo  Hoskins  ,32949,14420000
    The Skeleton Key  ,2005,PG-13,104," Drama, Horror, Mystery            ",6.5,0,    Iain Softley  ,      Kate Hudson,   Peter Sarsgaard,   Joy Bryant,   Gena Rowlands  ,106747,47810000
    Silent Hill  ,2006,R,125," Action, Adventure, Fantasy            ",6.5,0,    Christophe Gans  ,      Radha Mitchell,   Laurie Holden,   Sean Bean,   De orah Kara Unger  ,214569,46980000
    The Village  ,2004,PG-13,108," Drama, Mystery, Thriller            ",6.5,0,    M. Night Shyamalan  ,      Sigourney Weaver,   William Hurt,   Joaquin Phoenix,   Bryce Dallas Howard  ,244144,114200000
    A Walk Among the Tom stones  ,2014,R,114," Action, Crime, Drama            ",6.5,0,    Scott Frank  ,      Liam Neeson,   Dan Stevens,   David Har our,   Boyd Hol rook  ,113182,26310000
    Spartan  ,2004,R,106," Action, Crime, Drama            ",6.5,0,    David Mamet  ,      Val Kilmer,   Derek Luke,   William H. Macy,   Tia Texada  ,29266,4430000
    Out of Time  ,2003,PG-13,105," Crime, Drama, Mystery            ",6.5,63,    Carl Franklin  ,      Denzel Washington,   Sanaa Lathan,   Eva Mendes,   Dean Cain  ,57381,40910000
    Basic  ,2003,R,98," Action, Crime, Drama            ",6.5,0,    John McTiernan  ,      John Travolta,   Samuel L. Jackson,   Connie Nielsen,   Tim Daly  ,59612,26540000
    Awake  ,2007,R,84," Crime, Drama, Mystery            ",6.5,0,    Jo y Harold  ,      Hayden Christensen,   Jessica Al a,   Terrence Howard,   Lena Olin  ,72685,14380000
    Unsane  ,2018,R,98," Drama, Horror, Mystery            ",6.4,63,    Steven Soder ergh  ,      Claire Foy,   Joshua Leonard,   Jay Pharoah,   Juno Temple  ,41157,7730000
    Incident in a Ghostland  ,2018,Not Rated,91," Drama, Horror, Mystery            ",6.4,0,    Pascal Laugier  ,      Crystal Reed,   Mylne Farmer,   Anastasia Phillips,   Emilia Jones  ,25156,0
    Escape Room  ,2019,PG-13,99," Action, Adventure, Horror            ",6.4,0,    Adam Ro itel  ,      Taylor Russell,   Logan Miller,   Jay Ellis,   Tyler La ine  ,89693,57010000
    A Cure for Wellness  ,2016,R,146," Drama, Fantasy, Horror            ",6.4,0,    Gore Ver inski  ,      Dane DeHaan,   Jason Isaacs,   Mia Goth,   Ivo Nandi  ,87918,8110000
    Fractured  ,2019,TV-MA,99," Mystery, Thriller            ",6.4,0,    Brad Anderson  ,      Sam Worthington,   Lily Ra e,   Lucy Capri,   Adjoa Andoh  ,56552,0
    Project Almanac  ,2015,PG-13,106," Drama, Mystery, Sci-Fi            ",6.4,0,    Dean Israelite  ,         Amy Landecker,  Sofia Black-D    Elia,     Virginia Gardner,     Jonny Weston    ,76545,22350000
    Muppets Most Wanted  ,2014,PG,107," Adventure, Comedy, Crime            ",6.4,61,    James Bo in  ,      Ricky Gervais,   Ty Burrell,   Tina Fey,   Steve Whitmire  ,31967,51180000
    White Bird in a Blizzard  ,2014,R,91," Drama, Mystery, Thriller            ",6.4,0,    Gregg Araki  ,      Shailene Woodley,   Eva Green,   Christopher Meloni,   Angela Bassett  ,27026,30000
    Europa Report  ,2013,PG-13,90," Action, Drama, Mystery            ",6.4,68,    Se astin Cordero  ,      Sharlto Copley,   Michael Nyqvist,   Christian Camargo,   Em eth Davidtz  ,67634,130000
    Tomorrowland  ,2015,PG,130," Action, Adventure, Family            ",6.4,0,    Brad Bird  ,      George Clooney,   Britt Ro ertson,   Hugh Laurie,   Raffey Cassidy  ,173035,93440000
    Kill List  ,2011,Not Rated,95," Action, Crime, Horror            ",6.4,67,    Ben Wheatley  ,      Neil Maskell,   MyAnna Buring,   Harry Simpson,   Michael Smiley  ,36957,30000
    Before I Go to Sleep  ,2014,R,92," Drama, Mystery, Thriller            ",6.4,0,    Rowan Joffe  ,      Nicole Kidman,   Colin Firth,   Mark Strong,   Anne-Marie Duff  ,72869,2960000
    Flypaper  ,2011,Not Rated,87," Comedy, Crime, Mystery            ",6.4,0,    Ro  Minkoff  ,      Patrick Dempsey,   Ashley Judd,   Tim Blake Nelson,   Mekhi Phifer  ,31813,0
    The Raven  ,2012,R,110," Crime, Mystery, Thriller            ",6.4,0,    James McTeigue  ,      John Cusack,   Alice Eve,   Luke Evans,   Brendan Gleeson  ,82548,16010000
    Solace  ,2015,R,101," Crime, Drama, Mystery            ",6.4,0,    Afonso Poyart  ,      Anthony Hopkins,   Jeffrey Dean Morgan,   A  ie Cornish,   Colin Farrell  ,56786,0
    Black Death  ,2010,R,102," Action, Drama, History            ",6.4,71,    Christopher Smith  ,      Eddie Redmayne,   Sean Bean,   Carice van Houten,   Kim erley Nixon  ,44758,20000
    The House of the Devil  ,2009,R,95," Horror, Mystery            ",6.4,73,    Ti West  ,      Jocelin Donahue,   Tom Noonan,   Mary Woronov,   Greta Gerwig  ,41328,100000
    The Num er 23  ,2007,R,98," Crime, Mystery, Thriller            ",6.4,0,    Joel Schumacher  ,      Jim Carrey,   Virginia Madsen,   Logan Lerman,   Danny Huston  ,193873,35190000
    Hoodwinked  ,2005,PG,80," Animation, Comedy, Crime            ",6.4,0,    Cory Edwards   ,    Anne Hathaway,   Glenn Close,   Patrick War urton,     ,56801,51390000
    The Interpreter  ,2005,PG-13,128," Crime, Mystery, Thriller            ",6.4,62,    Sydney Pollack  ,      Nicole Kidman,   Sean Penn,   Catherine Keener,   Jesper Christensen  ,98147,72710000
    Revolver  ,2005,R,111," Action, Crime, Drama            ",6.4,0,    Guy Ritchie  ,      Jason Statham,   Ray Liotta,   Andr 3000,   Vincent Pastore  ,90244,80000
    Blood Work  ,2002,R,110," Action, Crime, Drama            ",6.4,64,    Clint Eastwood  ,      Clint Eastwood,   Jeff Daniels,   Anjelica Huston,   Wanda De Jesus  ,42300,26200000
    The Mothman Prophecies  ,2002,PG-13,119," Drama, Horror, Mystery            ",6.4,0,    Mark Pellington  ,      Richard Gere,   Laura Linney,   David Eigen erg,   Bo  Tracey  ,76417,35750000
    Session 9  ,2001,R,97," Horror, Mystery            ",6.4,0,    Brad Anderson  ,      David Caruso,   Stephen Gevedon,   Paul Guilfoyle,   Josh Lucas  ,55204,380000
    High Crimes  ,2002,PG-13,115," Crime, Drama, Mystery            ",6.4,0,    Carl Franklin  ,      Jim Caviezel,   Morgan Freeman,   Ashley Judd,   Adam Scott  ,39552,41540000
    Apostle  ,2018,TV-MA,130," Drama, Fantasy, Horror            ",6.3,62,    Gareth Evans  ,      Dan Stevens,   Richard Elfyn,   Paul Higgins,   Bill Milner  ,44406,0
1922,2017,TV-MA,102," Crime, Drama, Horror            ",6.3,70,    Zak Hilditch  ,      Thomas Jane,   Molly Parker,   Dylan Schmid,   Kaitlyn Bernard  ,54100,0
    The Ritual  ,2017,TV-MA,94," Horror, Mystery, Thriller            ",6.3,0,    David Bruckner  ,      Rafe Spall,   Arsher Ali,   Ro ert James-Collier,   Sam Troughton  ,79098,0
    Time Trap  ,2017,Not Rated,87," Action, Adventure, Mystery            ",6.3,0,    Mark Dennis   ,       Reiley McClendon,   Cassidy Gifford,   Brianne Howey,   Olivia Draguicevich    ,29601,0
    Lights Out  ,2016,PG-13,81," Drama, Horror, Mystery            ",6.3,0,    David F. Sand erg  ,      Teresa Palmer,   Ga riel Bateman,   Maria Bello,   Billy Burke  ,115939,67270000
    Paper Towns  ,2015,PG-13,109," Adventure, Comedy, Drama            ",6.3,0,    Jake Schreier  ,      Nat Wolff,   Cara Delevingne,   Austin A rams,   Justice Smith  ,95878,32000000
    Risen  ,2016,PG-13,107," Action, Drama, History            ",6.3,0,    Kevin Reynolds  ,      Joseph Fiennes,   Tom Felton,   Peter Firth,   Cliff Curtis  ,25405,36870000
    True Story  ,2015,R,99," Biography, Crime, Drama            ",6.3,0,    Rupert Goold  ,      James Franco,   Jonah Hill,   Felicity Jones,   Maria Dizzia  ,64401,4720000
    The Loft  ,2014,R,108," Mystery, Romance, Thriller            ",6.3,0,    Erik Van Looy  ,      Karl Ur an,   James Marsden,   Wentworth Miller,   Eric Stonestreet  ,52496,5980000
    While We' re Young  ,2014,R,97," Comedy, Drama, Mystery            ",6.3,77,    Noah Baum ach  ,      Ben Stiller,   Naomi Watts,   Adam Driver,   Amanda Seyfried  ,47351,7570000
    Secret in Their Eyes  ,2015,PG-13,111," Crime, Drama, Mystery            ",6.3,0,    Billy Ray  ,      Chiwetel Ejiofor,   Nicole Kidman,   Julia Ro erts,   Dean Norris  ,44295,20180000
    The Commuter  ,2018,PG-13,104," Action, Mystery, Thriller            ",6.3,0,    Jaume Collet-Serra  ,      Liam Neeson,   Vera Farmiga,   Patrick Wilson,   Jonathan Banks  ,104634,36340000
    Chloe  ,2009,R,96," Drama, Mystery, Romance            ",6.3,0,    Atom Egoyan  ,      Julianne Moore,   Amanda Seyfried,   Liam Neeson,   Max Thieriot  ,69834,3070000
    Dorian Gray  ,2009,R,112," Drama, Fantasy, Mystery            ",6.3,0,    Oliver Parker  ,      Ben Barnes,   Colin Firth,   Re ecca Hall,   John Hollingworth  ,61018,0
    Paranormal Activity  ,2007,R,86," Horror, Mystery            ",6.3,68,    Oren Peli  ,      Katie Featherston,   Micah Sloat,   Mark Fredrichs,   Am er Armstrong  ,221510,107920000
    All Good Things  ,2010,R,101," Crime, Drama, Mystery            ",6.3,0,    Andrew Jarecki  ,      Ryan Gosling,   Kirsten Dunst,   Frank Langella,   Lily Ra e  ,53098,580000
    The Uninvited  ,2009,PG-13,87," Drama, Fantasy, Horror            ",6.3,0,    Charles Guard   ,       Emily Browning,   Arielle Ke  el,   Eliza eth Banks,   David Strathairn    ,76655,28570000
    The Nines  ,2007,R,100," Drama, Fantasy, Mystery            ",6.3,0,    John August  ,      Ryan Reynolds,   Hope Davis,   Melissa McCarthy,   Elle Fanning  ,32809,60000
    The Losers  ,2010,PG-13,97," Action, Adventure, Crime            ",6.3,0,    Sylvain White  ,      Idris El a,   Zoe Saldana,   Jeffrey Dean Morgan,   Chris Evans  ,92137,23580000
"    Hail, Caesar!  ",2016,PG-13,106," Comedy, Drama, Music            ",6.3,72,    Ethan Coen   ,       Josh Brolin,   George Clooney,   Alden Ehrenreich,   Ralph Fiennes    ,125066,30080000
    Flightplan  ,2005,PG-13,98," Drama, Mystery, Thriller            ",6.3,0,    Ro ert Schwentke  ,      Jodie Foster,   Peter Sarsgaard,   Sean Bean,   Kate Beahan  ,152971,89710000
    Taking Lives  ,2004,R,103," Crime, Mystery, Thriller            ",6.3,0,    D.J. Caruso  ,      Angelina Jolie,   Ethan Hawke,   Kiefer Sutherland,   Gena Rowlands  ,82174,32680000
    Paycheck  ,2003,PG-13,119," Action, Mystery, Sci-Fi            ",6.3,0,    John Woo  ,      Ben Affleck,   Aaron Eckhart,   Uma Thurman,   Michael C. Hall  ,103917,53790000
    Don' t Say a Word  ,2001,R,113," Drama, Mystery, Thriller            ",6.3,0,    Gary Fleder  ,      Michael Douglas,   Sean Bean,   Brittany Murphy,   Skye McCole Bartusiak  ,49191,55000000
    Spenser Confidential  ,2020,R,111," Action, Comedy, Crime            ",6.2,0,    Peter Berg  ,      Mark Wahl erg,   Winston Duke,   Alan Arkin,   Iliza Shlesinger  ,71626,0
    Happy Death Day 2U  ,2019,PG-13,100," Comedy, Horror, Mystery            ",6.2,0,    Christopher Landon  ,      Jessica Rothe,   Israel Broussard,   Phi Vu,   Suraj Sharma  ,59809,28050000
    In the Shadow of the Moon  ,2019,TV-MA,115," Crime, Mystery, Sci-Fi            ",6.2,0,    Jim Mickle  ,      Boyd Hol rook,   Cleopatra Coleman,   Bokeem Wood ine,   Michael C. Hall  ,42367,0
    Destroyer  ,2018,R,121," Action, Crime, Drama            ",6.2,62,    Karyn Kusama  ,      Nicole Kidman,   To y Ke  ell,   Tatiana Maslany,   Se astian Stan  ,25488,1530000
    Color Out of Space  ,2019,Unrated,111," Horror, Mystery, Sci-Fi            ",6.2,70,    Richard Stanley  ,      Nicolas Cage,   Joely Richardson,   Madeleine Arthur,   Elliot Knight  ,34739,0
    It Comes at Night  ,2017,R,91," Horror, Mystery, Sci-Fi            ",6.2,78,    Trey Edward Shults  ,      Joel Edgerton,   Christopher A  ott,   Carmen Ejogo,   Riley Keough  ,84851,13990000
    The Visit  ,2015,PG-13,94," Horror, Mystery, Thriller            ",6.2,0,    M. Night Shyamalan  ,      Olivia DeJonge,   Ed Oxen ould,   Deanna Dunagan,   Peter McRo  ie  ,114866,65210000
    Scary Stories to Tell in the Dark  ,2019,PG-13,108," Adventure, Horror, Mystery            ",6.2,61,    Andr vredal  ,      Zoe Margaret Colletti,   Michael Garza,   Ga riel Rush,   Austin A rams  ,62108,62740000
    Inferno  ,2016,PG-13,121," Action, Adventure, Crime            ",6.2,0,    Ron Howard  ,      Tom Hanks,   Felicity Jones,   Irrfan Khan,   Ben Foster  ,161269,34340000
"    As A ove, So Below  ",2014,R,93," Horror, Mystery, Thriller            ",6.2,0,    John Erick Dowdle  ,      Perdita Weeks,   Ben Feldman,   Edwin Hodge,   Franois Civil  ,79073,21200000
    Dark Places  ,2015,R,113," Crime, Drama, Mystery            ",6.2,0,    Gilles Paquet-Brenner  ,      Charlize Theron,   Nicholas Hoult,   Christina Hendricks,   Chlo Grace Moretz  ,42387,0
    Deliver Us from Evil  ,2014,R,118," Action, Biography, Crime            ",6.2,0,    Scott Derrickson  ,      Eric Bana,   Edgar Ramrez,   Olivia Munn,   Chris Coy  ,71859,30580000
    Open Grave  ,2013,Unrated,102," Horror, Mystery, Thriller            ",6.2,0,    Gonzalo Lpez-Gallego  ,      Sharlto Copley,   Thomas Kretschmann,   Josie Ho,   Joseph Morgan  ,28344,0
    Winter' s Tale  ,2014,PG-13,118," Drama, Fantasy, Mystery            ",6.2,0,    Akiva Goldsman  ,      Colin Farrell,   Jessica Brown Findlay,   Russell Crowe,   Jennifer Connelly  ,52429,20000
    Red Lights  ,2012,R,114," Drama, Fantasy, Mystery            ",6.2,0,    Rodrigo Corts  ,      Sigourney Weaver,   Ro ert De Niro,   Cillian Murphy,   Eliza eth Olsen  ,58867,50000
    Devil  ,2010,PG-13,80," Horror, Mystery, Thriller            ",6.2,0,    John Erick Dowdle  ,      Chris Messina,   Caroline Dhavernas,   Bokeem Wood ine,   Logan Marshall-Green  ,134977,33580000
    The Thing  ,2011,R,103," Horror, Mystery, Sci-Fi            ",6.2,0,    Matthijs van Heijningen Jr.  ,      Mary Eliza eth Winstead,   Joel Edgerton,   Ulrich Thomsen,   Eric Christian Olsen  ,122889,16930000
    Lions for Lam s  ,2007,R,92," Crime, Drama, Mystery            ",6.2,0,    Ro ert Redford  ,      Tom Cruise,   Meryl Streep,   Ro ert Redford,   Michael Pea  ,47578,15000000
    Untracea le  ,2008,R,101," Crime, Mystery, Thriller            ",6.2,0,    Gregory Ho lit  ,      Diane Lane,   Colin Hanks,   Joseph Cross,   Billy Burke  ,47680,28690000
    Case 39  ,2009,R,109," Horror, Mystery, Thriller            ",6.2,0,    Christian Alvart  ,      Rene Zellweger,   Ian McShane,   Jodelle Ferland,   Bradley Cooper  ,79699,13250000
    Mirrors  ,2008,R,110," Horror, Mystery            ",6.2,0,    Alexandre Aja  ,      Kiefer Sutherland,   Paula Patton,   Amy Smart,   Cameron Boyce  ,102585,30690000
    Saw III  ,2006,R,108," Crime, Horror, Mystery            ",6.2,0,    Darren Lynn Bousman  ,      To in Bell,   Shawnee Smith,   Angus Macfadyen,   Bahar Soomekh  ,179190,80240000
    Dead Silence  ,2007,R,89," Horror, Mystery, Thriller            ",6.2,0,    James Wan  ,      Ryan Kwanten,   Am er Valletta,   Donnie Wahl erg,   Michael Fairman  ,86292,16810000
    The Invisi le  ,2007,PG-13,102," Crime, Drama, Fantasy            ",6.2,0,    David S. Goyer  ,      Justin Chatwin,   Margarita Levieva,   Marcia Gay Harden,   Chris Marquette  ,34761,20570000
    Solaris  ,2002,PG-13,99," Drama, Mystery, Romance            ",6.2,65,    Steven Soder ergh  ,      George Clooney,   Natascha McElhone,   Ulrich Tukur,   Viola Davis  ,79190,14970000
    Femme Fatale  ,2002,R,114," Crime, Drama, Mystery            ",6.2,0,    Brian De Palma  ,      Re ecca Romijn,   Antonio Banderas,   Peter Coyote,   Eriq E ouaney  ,33968,6590000
    Murder  y Num ers  ,2002,R,115," Crime, Mystery, Thriller            ",6.2,0,    Bar et Schroeder  ,      Sandra Bullock,   Ben Chaplin,   Ryan Gosling,   Michael Pitt  ,53505,31950000
    Jeepers Creepers  ,2001,R,90," Horror, Mystery            ",6.2,0,    Victor Salva  ,      Gina Philips,   Justin Long,   Jonathan Breck,   Patricia Belcher  ,112018,37900000
    The Hole  ,2001,R,102," Drama, Mystery, Thriller            ",6.2,0,    Nick Hamm  ,      Thora Birch,   Desmond Harrington,   Daniel Brockle ank,   Laurence Fox  ,44205,0
    Men in Black II  ,2002,PG-13,88," Action, Adventure, Comedy            ",6.2,0,    Barry Sonnenfeld  ,      Tommy Lee Jones,   Will Smith,   Rip Torn,   Lara Flynn Boyle  ,345256,190420000
    Bright urn  ,2019,R,90," Drama, Horror, Mystery            ",6.1,0,    David Yarovesky  ,      Eliza eth Banks,   David Denman,   Jackson A. Dunn,   A raham Clinkscales  ,80551,17300000
    Personal Shopper  ,2016,R,105," Drama, Fantasy, Horror            ",6.1,77,    Olivier Assayas  ,      Kristen Stewart,   Lars Eidinger,   Sigrid Bouaziz,   Anders Danielsen Lie  ,36723,1310000
    Ouija: Origin of Evil  ,2016,PG-13,99," Drama, Horror, Mystery            ",6.1,65,    Mike Flanagan  ,      Eliza eth Reaser,   Lulu Wilson,   Annalise Basso,   Henry Thomas  ,54449,34900000
    Insidious: Chapter 3  ,2015,PG-13,97," Horror, Mystery, Thriller            ",6.1,0,    Leigh Whannell  ,      Dermot Mulroney,   Stefanie Scott,   Angus Sampson,   Leigh Whannell  ,94541,52220000
    The Signal  ,2014,PG-13,97," Drama, Mystery, Sci-Fi            ",6.1,0,    William Eu ank  ,      Brenton Thwaites,   Olivia Cooke,   Beau Knapp,   Laurence Fish urne  ,63001,600000
    The Zero Theorem  ,2013,R,107," Comedy, Drama, Fantasy            ",6.1,0,    Terry Gilliam  ,      Christoph Waltz,   Lucas Hedges,   Mlanie Thierry,   David Thewlis  ,45607,220000
    Grave Encounters  ,2011,Not Rated,92," Horror, Mystery, Thriller            ",6.1,0,    Colin Minihan   ,    Ben Wilkinson,   Sean Rogerson,   Ashleigh Gryzko,     ,53166,0
    Scream 4  ,2011,R,111," Horror, Mystery            ",6.1,0,    Wes Craven  ,      Neve Camp ell,   Courteney Cox,   David Arquette,   Lucy Hale  ,128637,38180000
    6 Souls  ,2010,R,112," Horror, Mystery, Thriller            ",6.1,0,    Mns Mrlind   ,       Julianne Moore,   Jonathan Rhys Meyers,   Jeffrey DeMunn,   Frances Conroy    ,32586,0
    Cleaner  ,2007,R,88," Crime, Mystery, Thriller            ",6.1,0,    Renny Harlin  ,      Samuel L. Jackson,   Ed Harris,   Eva Mendes,   Luis Guzmn  ,37472,0
    Deception  ,2008,R,107," Crime, Drama, Mystery            ",6.1,0,    Marcel Langenegger  ,      Hugh Jackman,   Ewan McGregor,   Michelle Williams,   Bruce Altman  ,37836,4600000
    The Oxford Murders  ,2008,R,108," Crime, Mystery, Thriller            ",6.1,0,    lex de la Iglesia  ,      Elijah Wood,   John Hurt,   Leonor Watling,   Jim Carter  ,27875,0
    Birth  ,2004,R,100," Drama, Fantasy, Mystery            ",6.1,0,    Jonathan Glazer  ,      Nicole Kidman,   Cameron Bright,   Lauren Bacall,   Danny Huston  ,34876,5010000
    Dragonfly  ,2002,PG-13,104," Drama, Fantasy, Mystery            ",6.1,0,    Tom Shadyac  ,      Kevin Costner,   Susanna Thompson,   Joe Morton,   Ron Rifkin  ,36824,30060000
    Original Sin  ,2001,R,116," Drama, Mystery, Romance            ",6.1,0,    Michael Cristofer  ,      Antonio Banderas,   Angelina Jolie,   Thomas Jane,   Jack Thompson  ,53962,16250000
    The Boy  ,2016,PG-13,97," Horror, Mystery, Thriller            ",6.0,0,    William Brent Bell  ,      Lauren Cohan,   Rupert Evans,   James Russell,   Jim Norton  ,81174,35820000
    The Taking of De orah Logan  ,2014,R,90," Horror, Mystery, Thriller            ",6.0,0,    Adam Ro itel  ,      Jill Larson,   Anne Ramsay,   Michelle Ang,   Brett Gentile  ,26666,0
    Circle  ,2015,Not Rated,87," Drama, Horror, Mystery            ",6.0,0,    Aaron Hann   ,       Allegra Masters,   Aimee McKay,   Ashley Key,   Autumn Federici    ,45751,0
    Greta  ,2018,R,98," Drama, Mystery, Thriller            ",6.0,0,    Neil Jordan  ,      Isa elle Huppert,   Chlo Grace Moretz,   Maika Monroe,   Jane Perry  ,26489,10520000
    Re ecca  ,2020,PG-13,123," Drama, Mystery, Romance            ",6.0,0,    Ben Wheatley  ,      Lily James,   Armie Hammer,   Kristin Scott Thomas,   Keeley Hawes  ,31816,0
    Murder Mystery  ,2019,PG-13,97," Action, Comedy, Crime            ",6.0,0,    Kyle Newacheck  ,      Adam Sandler,   Jennifer Aniston,   Luke Evans,   Terence Stamp  ,104531,0
    Dream House  ,2011,PG-13,84," Drama, Mystery, Thriller            ",6.0,0,    Jim Sheridan  ,      Daniel Craig,   Rachel Weisz,   Naomi Watts,   Elias Koteas  ,63732,21280000
    Saw VI  ,2009,R,90," Horror, Mystery, Thriller            ",6.0,0,    Kevin Greutert  ,      To in Bell,   Costas Mandylor,   Mark Rolston,   Betsy Russell  ,102476,27690000
    The Rite  ,2011,PG-13,114," Drama, Horror, Mystery            ",6.0,0,    Mikael Hfstrm  ,      Colin O    Donoghue,     Anthony Hopkins,     Ciarn Hinds,     Alice Braga    ,91453,33050000
    Righteous Kill  ,2008,R,101," Crime, Drama, Mystery            ",6.0,0,    Jon Avnet  ,      Ro ert De Niro,   Al Pacino,   Carla Gugino,   50 Cent  ,85065,40080000
    The Midnight Meat Train  ,2008,R,100," Horror, Mystery, Thriller            ",6.0,0,    Ryhei Kitamura  ,      Vinnie Jones,   Bradley Cooper,   Leslie Bi  ,   Brooke Shields  ,60455,80000
    Hide and Seek  ,2005,R,101," Drama, Horror, Mystery            ",6.0,0,    John Polson  ,      Ro ert De Niro,   Dakota Fanning,   Famke Janssen,   Elisa eth Shue  ,81933,51100000
    Sky Captain and the World of Tomorrow  ,2004,PG,106," Action, Adventure, Mystery            ",6.0,64,    Kerry Conran  ,      Gwyneth Paltrow,   Jude Law,   Angelina Jolie,   Giovanni Ri isi  ,81787,37760000
    Cam  ,2018,TV-MA,94," Drama, Horror, Mystery            ",5.9,71,    Daniel Goldha er  ,      Madeline Brewer,   Patch Darragh,   Melora Walters,   Devin Druid  ,27306,0
    Anna elle Comes Home  ,2019,R,106," Horror, Mystery, Thriller            ",5.9,0,    Gary Dau erman  ,      Vera Farmiga,   Patrick Wilson,   Mckenna Grace,   Madison Iseman  ,59056,74150000
    Unfriended: Dark We   ,2018,R,92," Horror, Mystery, Thriller            ",5.9,0,    Stephen Susco  ,      Colin Woodell,   Stephanie Nogueras,   Betty Ga riel,   Re ecca Rittenhouse  ,27639,8780000
    The Void  ,2016,Not Rated,90," Horror, Mystery, Sci-Fi            ",5.9,62,    Jeremy Gillespie   ,       Aaron Poole,   Kenneth Welsh,   Daniel Fathers,   Kathleen Munroe    ,31598,150000
    The Captive  ,2014,R,112," Crime, Drama, Mystery            ",5.9,0,    Atom Egoyan  ,      Ryan Reynolds,   Scott Speedman,   Rosario Dawson,   Mireille Enos  ,31232,0
    Gone  ,2012,PG-13,94," Action, Adventure, Mystery            ",5.9,0,    Heitor Dhalia  ,      Amanda Seyfried,   Jennifer Carpenter,   Wes Bentley,   Daniel Sunjata  ,42269,11650000
    The Tall Man  ,2012,R,106," Crime, Drama, Horror            ",5.9,0,    Pascal Laugier  ,      Jessica Biel,   Jodelle Ferland,   William B. Davis,   Stephen McHattie  ,39121,0
    The Mortal Instruments: City of Bones  ,2013,PG-13,130," Action, Adventure, Fantasy            ",5.9,0,    Harald Zwart  ,      Lily Collins,   Jamie Camp ell Bower,   Ro ert Sheehan,   Jemima West  ,128258,31170000
    The Fourth Kind  ,2009,PG-13,98," Horror, Mystery, Sci-Fi            ",5.9,0,    Olatunde Osunsanmi  ,      Milla Jovovich,   Elias Koteas,   Will Patton,   Hakeem Kae-Kazim  ,74046,25460000
    The Ruins  ,2008,R,90," Adventure, Fantasy, Horror            ",5.9,0,    Carter Smith  ,      Shawn Ashmore,   Jena Malone,   Jonathan Tucker,   Laura Ramsey  ,70762,17430000
    Saw IV  ,2007,R,93," Crime, Horror, Mystery            ",5.9,0,    Darren Lynn Bousman  ,      To in Bell,   Scott Patterson,   Louis Ferreira,   Costas Mandylor  ,140855,63300000
    After.Life  ,2009,R,104," Drama, Mystery, Thriller            ",5.9,0,    Agnieszka Wojtowicz-Vosloo  ,      Christina Ricci,   Liam Neeson,   Justin Long,   Chandler Canter ury  ,36839,110000
    The Haunting in Connecticut  ,2009,PG-13,92," Drama, Horror, Mystery            ",5.9,0,    Peter Cornwell  ,      Virginia Madsen,   Martin Donovan,   Elias Koteas,   Kyle Gallner  ,59396,55390000
    Premonition  ,2007,PG-13,96," Drama, Fantasy, Mystery            ",5.9,0,    Mennan Yapo  ,      Sandra Bullock,   Julian McMahon,   Am er Valletta,   Shyann McClure  ,72991,47850000
    The X Files: I Want to Believe  ,2008,PG-13,104," Crime, Drama, Horror            ",5.9,0,    Chris Carter  ,      David Duchovny,   Gillian Anderson,   Billy Connolly,   Amanda Peet  ,88842,20980000
    The Possession  ,2012,PG-13,92," Horror, Mystery, Thriller            ",5.9,0,    Ole Bornedal  ,      Natasha Calis,   Jeffrey Dean Morgan,   Kyra Sedgwick,   Madison Davenport  ,57222,49130000
    88 Minutes  ,2007,R,108," Crime, Drama, Mystery            ",5.9,0,    Jon Avnet  ,      Al Pacino,   Alicia Witt,   Ben McKenzie,   Leelee So ieski  ,74214,16930000
    The Grudge  ,2004,PG-13,91," Horror, Mystery, Thriller            ",5.9,0,    Takashi Shimizu  ,      Sarah Michelle Gellar,   Jason Behr,   Clea DuVall,   William Mapother  ,139177,110360000
    Without a Paddle  ,2004,PG-13,95," Adventure, Comedy, Mystery            ",5.9,0,    Steven Brill  ,      Matthew Lillard,   Seth Green,   Dax Shepard,   Matthew Price  ,44632,58170000
    The Brothers Grimm  ,2005,PG-13,118," Action, Adventure, Comedy            ",5.9,0,    Terry Gilliam  ,      Matt Damon,   Heath Ledger,   Monica Bellucci,   Petr Ratimec  ,116495,37920000
    The 6th Day  ,2000,PG-13,123," Action, Mystery, Sci-Fi            ",5.9,0,    Roger Spottiswoode  ,      Arnold Schwarzenegger,   Michael Rapaport,   Tony Goldwyn,   Michael Rooker  ,116889,34600000
