title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Anthropoid  ,2016,R,120," Action, Biography, Drama            ",7.2,0,    Sean Ellis  ,      Jamie Dornan,   Cillian Murphy,   Brian Caspe,   Karel Hermnek Jr.  ,44330,2960000
    Stan & Ollie  ,2018,PG,98," Biography, Comedy, Drama            ",7.2,75,    Jon S. Baird  ,      Steve Coogan,   John C. Reilly,   Shirley Henderson,   Nina Arianda  ,33329,5470000
    Concussion  ,2015,PG-13,123," Biography, Drama, Sport            ",7.2,0,    Peter Landesman  ,      Will Smith,   Alec Baldwin,   Al ert Brooks,   David Morse  ,87833,34540000
    Tracks  ,2013,PG-13,112," Adventure, Biography, Drama            ",7.2,78,    John Curran  ,      Mia Wasikowska,   Adam Driver,   Lily Pearl,   Philip Dodd  ,28022,510000
    Steve Jo s  ,2015,R,122," Biography, Drama            ",7.2,82,    Danny Boyle  ,      Michael Fass ender,   Kate Winslet,   Seth Rogen,   Jeff Daniels  ,155511,17770000
    The Sessions  ,2012,R,95," Biography, Comedy, Drama            ",7.2,79,    Ben Lewin  ,      John Hawkes,   Helen Hunt,   William H. Macy,   Moon Bloodgood  ,41261,6000000
    Un roken  ,2014,PG-13,137," Action, Biography, Drama            ",7.2,0,    Angelina Jolie  ,      Jack O    Connell,     Miyavi,     Domhnall Gleeson,     Garrett Hedlund    ,150916,115640000
    Chasing Mavericks  ,2012,PG,116," Biography, Drama, Sport            ",7.2,0,    Michael Apted   ,       Jonny Weston,   Gerard Butler,   Elisa eth Shue,   A igail Spencer    ,30986,6000000
    Kon-Tiki  ,2012,PG-13,118," Adventure, Biography, Drama            ",7.2,62,    Joachim Rnning   ,       Pl Sverre Hagen,   Anders Baasmo Christiansen,   Gustaf Skarsgrd,   Odd-Magnus Williamson    ,46235,1520000
    Lee Daniels'  The Butler  ,2013,PG-13,132," Biography, Drama            ",7.2,65,    Lee Daniels  ,      Forest Whitaker,   Oprah Winfrey,   John Cusack,   Jane Fonda  ,109500,116630000
    Conviction  ,2010,R,107," Biography, Crime, Drama            ",7.2,61,    Tony Goldwyn  ,      Hilary Swank,   Sam Rockwell,   Melissa Leo,   Thomas D. Mahard  ,42510,6780000
    Agora  ,2009,R,127," Adventure, Biography, Drama            ",7.2,0,    Alejandro Amen ar  ,      Rachel Weisz,   Max Minghella,   Oscar Isaac,   Ashraf Barhom  ,66315,620000
    Secretariat  ,2010,PG,123," Biography, Drama, Family            ",7.2,61,    Randall Wallace  ,      Diane Lane,   John Malkovich,   Margo Martindale,   Nelsan Ellis  ,26689,59710000
    Che: Part One  ,2008,Not Rated,134," Biography, Drama, History            ",7.2,0,    Steven Soder ergh  ,      Julia Ormond,   Benicio Del Toro,   Oscar Isaac,   Pa lo Guevara  ,44409,1730000
    The Man Who Knew Infinity  ,2015,PG-13,108," Biography, Drama            ",7.2,0,    Matt Brown  ,      Dev Patel,   Jeremy Irons,   Malcolm Sinclair,   Raghuvir Joshi  ,51930,3870000
    Mongol: The Rise of Genghis Khan  ,2007,R,126," Action, Biography, Drama            ",7.2,74,    Sergei Bodrov  ,      Tadano u Asano,   Amadu Mamadakov,   Khulan Chuluun,   Honglei Sun  ,44811,5700000
    Glory Road  ,2006,PG,118," Biography, Drama, Sport            ",7.2,0,    James Gartner  ,      Josh Lucas,   Derek Luke,   Austin Nichols,   Jon Voight  ,43488,42640000
    Chopper  ,2000,R,94," Biography, Crime, Drama            ",7.2,65,    Andrew Dominik  ,      Eric Bana,   Simon Lyndon,   Vince Colosimo,   Rene Brack  ,36254,230000
    Men of Honor  ,2000,R,129," Biography, Drama            ",7.2,0,    George Tillman Jr.  ,      Cu a Gooding Jr.,   Ro ert De Niro,   Charlize Theron,   Aunjanue Ellis  ,107594,48820000
    Bad Education  ,2019,TV-MA,108," Biography, Comedy, Crime            ",7.1,79,    Cory Finley  ,      Hugh Jackman,   Ray Romano,   Welker White,   Allison Janney  ,33100,0
    Fighting with My Family  ,2019,PG-13,108," Biography, Comedy, Drama            ",7.1,68,    Stephen Merchant  ,      Dwayne Johnson,   Lena Headey,   Vince Vaughn,   Florence Pugh  ,67583,22960000
    On the Basis of Sex  ,2018,PG-13,120," Biography, Drama            ",7.1,0,    Mimi Leder  ,      Felicity Jones,   Armie Hammer,   Justin Theroux,   Sam Waterston  ,28842,24620000
    Can You Ever Forgive Me?  ,2018,R,106," Biography, Comedy, Crime            ",7.1,87,    Marielle Heller  ,      Melissa McCarthy,   Richard E. Grant,   Dolly Wells,   Ben Falcone  ,47360,8800000
    Colonia  ,2015,R,110," Biography, Drama, History            ",7.1,0,    Florian Gallen erger  ,      Emma Watson,   Daniel Brhl,   Michael Nyqvist,   Richenda Carey  ,48301,0
    The Dig  ,2021,PG-13,112," Biography, Drama, History            ",7.1,73,    Simon Stone  ,      Carey Mulligan,   Ralph Fiennes,   Lily James,   Johnny Flynn  ,45021,0
    Race  ,2016,PG-13,134," Biography, Drama, Sport            ",7.1,0,    Stephen Hopkins  ,      Stephan James,   Jason Sudeikis,   Eli Goree,   Shanice Banton  ,35072,19100000
    Ip Man 3  ,2015,PG-13,105," Action, Biography, Drama            ",7.1,0,    Wilson Yip  ,      Donnie Yen,   Lynn Xiong,   Jin Zhang,   Mike Tyson  ,49912,2680000
    Everest  ,2015,PG-13,121," Action, Adventure, Biography            ",7.1,64,    Baltasar Kormkur  ,      Jason Clarke,   Ang Phula Sherpa,   Thomas M. Wright,   Martin Henderson  ,198613,43480000
    The Glass Castle  ,2017,PG-13,127," Biography, Drama            ",7.1,0,    Destin Daniel Cretton  ,      Brie Larson,   Woody Harrelson,   Naomi Watts,   Ella Anderson  ,30204,17270000
    Wild  ,2014,R,115," Adventure, Biography, Drama            ",7.1,76,    Jean-Marc Valle  ,      Reese Witherspoon,   Laura Dern,   Ga y Hoffmann,   Michiel Huisman  ,121380,37880000
    Mandela: Long Walk to Freedom  ,2013,PG-13,141," Biography, Drama, History            ",7.1,0,    Justin Chadwick  ,      Idris El a,   Naomie Harris,   Terry Pheto,   Ro ert Ho  s  ,26592,8320000
    The Railway Man  ,2013,R,116," Biography, Drama, Romance            ",7.1,0,    Jonathan Teplitzky  ,      Colin Firth,   Nicole Kidman,   Stellan Skarsgrd,   Jeremy Irvine  ,37624,4440000
    War Dogs  ,2016,R,114," Biography, Comedy, Crime            ",7.1,0,    Todd Phillips  ,      Jonah Hill,   Miles Teller,   Steve Lantz,   Gregg Weiner  ,181980,43030000
    Good ye Christopher Ro in  ,2017,PG,107," Biography, Drama, Family            ",7.1,0,    Simon Curtis  ,      Domhnall Gleeson,   Margot Ro  ie,   Kelly Macdonald,   Vicki Pepperdine  ,25013,1740000
    The Legend Is Born: Ip Man  ,2010,Not Rated,100," Action, Biography, Drama            ",7.1,0,    Herman Yau  ,      Yu-Hang To,   Yi Huang,   Biao Yuen,   Siu-Wong Fan  ,31340,0
    Kill the Irishman  ,2011,R,106," Biography, Crime, Drama            ",7.1,0,    Jonathan Hensleigh  ,         Ray Stevenson,     Christopher Walken,  Vincent D    Onofrio,     Val Kilmer    ,46141,1190000
    The Devil' s Dou le  ,2011,R,109," Biography, Drama, Thriller            ",7.1,0,    Lee Tamahori  ,      Dominic Cooper,   Ludivine Sagnier,   Raad Rawi,   Philip Quast  ,60355,1360000
    Nowhere Boy  ,2009,R,98," Biography, Drama, Music            ",7.1,67,    Sam Taylor-Johnson  ,      Aaron Taylor-Johnson,   Kristin Scott Thomas,   Anne-Marie Duff,   David Threlfall  ,35257,1450000
    Bronson  ,2008,R,92," Action, Biography, Crime            ",7.1,71,    Nicolas Winding Refn  ,      Tom Hardy,   Kelly Adams,   Luing Andrews,   Katy Barker  ,121358,100000
    The Whistle lower  ,2010,R,112," Biography, Crime, Drama            ",7.1,0,    Larysa Kondracki  ,      Rachel Weisz,   Monica Bellucci,   Vanessa Redgrave,   David Strathairn  ,31906,1120000
    The Danish Girl  ,2015,R,119," Biography, Drama, Romance            ",7.1,66,    Tom Hooper  ,      Eddie Redmayne,   Alicia Vikander,   Am er Heard,   Ben Whishaw  ,165634,11110000
    Invinci le  ,2006,PG,105," Biography, Drama, Sport            ",7.1,63,    Ericson Core  ,      Mark Wahl erg,   Greg Kinnear,   Eliza eth Banks,   Kevin Conway  ,66658,57790000
    Lords of Dogtown  ,2005,PG-13,107," Biography, Drama, Sport            ",7.1,0,    Catherine Hardwicke  ,      Heath Ledger,   Emile Hirsch,   Victor Rasuk,   Johnny Knoxville  ,52218,11010000
    American Animals  ,2018,R,116," Biography, Crime, Drama            ",7.0,68,    Bart Layton  ,      Spencer Reinhard,   Warren Lipka,   Eric Borsuk,   Chas Allen  ,39295,2860000
    Loving  ,2016,PG-13,123," Biography, Drama, Romance            ",7.0,79,    Jeff Nichols  ,      Ruth Negga,   Joel Edgerton,   Will Dalton,   Dean Mumford  ,32139,7700000
    Ip Man 4: The Finale  ,2019,Not Rated,107," Action, Biography, Drama            ",7.0,62,    Wilson Yip  ,      Donnie Yen,   Scott Adkins,   Danny Kwok-Kwan Chan,   Vanness Wu  ,25223,3960000
    Danny Collins  ,2015,R,106," Biography, Comedy, Drama            ",7.0,0,    Dan Fogelman  ,      Al Pacino,   Annette Bening,   Jennifer Garner,   Bo  y Cannavale  ,30126,5350000
    The Zookeeper' s Wife  ,2017,PG-13,127," Biography, Drama, History            ",7.0,0,    Niki Caro  ,      Jessica Chastain,   Johan Helden ergh,   Daniel Brhl,   Timothy Radford  ,38995,17450000
    Million Dollar Arm  ,2014,PG,124," Biography, Drama, Sport            ",7.0,0,    Craig Gillespie  ,      Jon Hamm,   Aasif Mandvi,   Alan Arkin,   Suraj Sharma  ,43812,36450000
    Soul Surfer  ,2011,PG,112," Biography, Drama, Family            ",7.0,0,    Sean McNamara  ,      AnnaSophia Ro  ,   Dennis Quaid,   Helen Hunt,   Carrie Underwood  ,46045,43850000
    Pawn Sacrifice  ,2014,PG-13,115," Biography, Drama, Sport            ",7.0,65,    Edward Zwick  ,      To ey Maguire,   Liev Schrei er,   Peter Sarsgaard,   Michael Stuhl arg  ,41243,2440000
    The Infiltrator  ,2016,R,127," Biography, Crime, Drama            ",7.0,66,    Brad Furman  ,      Bryan Cranston,   John Leguizamo,   Diane Kruger,   Amy Ryan  ,69186,15430000
    Behind The Candela ra  ,2013,TV-MA,118," Biography, Drama, Music            ",7.0,0,    Steven Soder ergh  ,      Michael Douglas,   Matt Damon,   Scott Bakula,   Eric Zuckerman  ,40958,0
    Pu lic Enemies  ,2009,R,140," Biography, Crime, Drama            ",7.0,70,    Michael Mann  ,      Christian Bale,   Johnny Depp,   Christian Stolte,   Jason Clarke  ,283727,97100000
    Julie & Julia  ,2009,PG-13,123," Biography, Drama, Romance            ",7.0,66,    Nora Ephron  ,      Amy Adams,   Meryl Streep,   Chris Messina,   Stanley Tucci  ,109093,94130000
    Big Eyes  ,2014,PG-13,106," Biography, Crime, Drama            ",7.0,62,    Tim Burton  ,      Amy Adams,   Christoph Waltz,   Danny Huston,   Krysten Ritter  ,86556,14480000
    Foxcatcher  ,2014,R,134," Biography, Drama, History            ",7.0,81,    Bennett Miller  ,      Steve Carell,   Channing Tatum,   Mark Ruffalo,   Vanessa Redgrave  ,135146,12100000
    Mank  ,2020,R,131," Biography, Comedy, Drama            ",7.0,79,    David Fincher  ,      Gary Oldman,   Amanda Seyfried,   Lily Collins,   Tom Pelphrey  ,42756,0
    The Dirt  ,2019,TV-MA,107," Biography, Comedy, Drama            ",7.0,0,    Jeff Tremaine  ,      Douglas Booth,   Iwan Rheon,   Machine Gun Kelly,   Daniel We  er  ,40733,0
    Charlie Wilson' s War  ,2007,R,102," Biography, Comedy, Drama            ",7.0,67,    Mike Nichols  ,      Tom Hanks,   Julia Ro erts,   Philip Seymour Hoffman,   Amy Adams  ,111319,66660000
    Find Me Guilty  ,2006,R,125," Biography, Comedy, Crime            ",7.0,65,    Sidney Lumet  ,      Vin Diesel,   Peter Dinklage,   Ron Silver,   Alex Rocco  ,33068,1170000
    Jarhead  ,2005,R,125," Action, Biography, Drama            ",7.0,0,    Sam Mendes  ,      Jake Gyllenhaal,   Jamie Foxx,   Lucas Black,   Scott MacDonald  ,176323,62660000
    Becoming Jane  ,2007,PG,120," Biography, Drama, Romance            ",7.0,0,    Julian Jarrold  ,      Anne Hathaway,   James McAvoy,   Julie Walters,   James Cromwell  ,58557,18670000
    Breach  ,2007,PG-13,110," Biography, Crime, Drama            ",7.0,74,    Billy Ray  ,      Chris Cooper,   Ryan Phillippe,   Dennis Hays ert,   Laura Linney  ,58031,33230000
    Kinsey  ,2004,R,118," Biography, Drama, Romance            ",7.0,79,    Bill Condon  ,         Liam Neeson,     Laura Linney,  Chris O    Donnell,     Peter Sarsgaard    ,47596,10210000
    Bo  y  ,2006,R,117," Biography, Drama, History            ",7.0,0,    Emilio Estevez  ,      Anthony Hopkins,   Demi Moore,   Sharon Stone,   Harry Belafonte  ,41093,11240000
    Confessions of a Dangerous Mind  ,2002,R,113," Biography, Comedy, Crime            ",7.0,67,    George Clooney  ,      Sam Rockwell,   Drew Barrymore,   George Clooney,   Julia Ro erts  ,84097,16000000
    Pollock  ,2000,R,122," Biography, Drama            ",7.0,77,    Ed Harris  ,      Ed Harris,   Marcia Gay Harden,   Ro ert Knott,   Molly Regan  ,27000,8600000
    Boy Erased  ,2018,R,115," Biography, Drama            ",6.9,69,    Joel Edgerton  ,      Lucas Hedges,   Nicole Kidman,   Joel Edgerton,   Russell Crowe  ,33177,6790000
    At Eternity' s Gate  ,2018,PG-13,111," Biography, Drama            ",6.9,76,    Julian Schna el  ,      Willem Dafoe,   Rupert Friend,   Oscar Isaac,   Mads Mikkelsen  ,28930,2290000
    Outlaw King  ,2018,R,121," Action, Biography, Drama            ",6.9,0,    David Mackenzie  ,      Chris Pine,   Stephen Dillane,   Re ecca Ro in,   Billy Howle  ,61215,0
    Borg vs. McEnroe  ,2017,R,107," Biography, Drama, Sport            ",6.9,63,    Janus Metz  ,      Sverrir Gudnason,   Shia LaBeouf,   Stellan Skarsgrd,   Tuva Novotny  ,28281,14110000
    Stronger  ,2017,R,119," Biography, Drama            ",6.9,76,    David Gordon Green  ,      Jake Gyllenhaal,   Tatiana Maslany,   Miranda Richardson,   Richard Lane Jr.  ,41148,4210000
    Legend  ,2015,R,132," Biography, Crime, Drama            ",6.9,0,    Brian Helgeland  ,      Tom Hardy,   Emily Browning,   Taron Egerton,   Paul Anderson  ,160311,1870000
    The 33  ,2015,PG-13,127," Biography, Drama, History            ",6.9,0,    Patricia Riggen  ,      Antonio Banderas,   Rodrigo Santoro,   Juliette Binoche,   James Brolin  ,35999,12190000
    The Highwaymen  ,2019,R,132," Biography, Crime, Drama            ",6.9,0,    John Lee Hancock  ,      Kevin Costner,   Woody Harrelson,   Kathy Bates,   John Carroll Lynch  ,77026,0
    My Week with Marilyn  ,2011,R,99," Biography, Drama            ",6.9,65,    Simon Curtis  ,      Michelle Williams,   Eddie Redmayne,   Kenneth Branagh,   Julia Ormond  ,83683,14600000
    In the Heart of the Sea  ,2015,PG-13,122," Action, Adventure, Biography            ",6.9,0,    Ron Howard  ,      Chris Hemsworth,   Cillian Murphy,   Brendan Gleeson,   Ben Whishaw  ,124774,25020000
    Black Mass  ,2015,R,123," Biography, Crime, Drama            ",6.9,68,    Scott Cooper  ,      Johnny Depp,   Benedict Cum er atch,   Dakota Johnson,   Joel Edgerton  ,168889,62580000
    Kill the Messenger  ,2014,R,112," Biography, Crime, Drama            ",6.9,0,    Michael Cuesta  ,      Jeremy Renner,   Ro ert Patrick,   Jena Sims,   Ro ert Pralgo  ,44750,2450000
    Free State of Jones  ,2016,R,139," Action, Biography, Drama            ",6.9,0,    Gary Ross  ,      Matthew McConaughey,   Gugu M atha-Raw,   Mahershala Ali,   Keri Russell  ,53176,20760000
    The Duchess  ,2008,PG-13,110," Biography, Drama, History            ",6.9,62,    Saul Di    ,      Keira Knightley,   Ralph Fiennes,   Dominic Cooper,   Charlotte Rampling  ,78768,13820000
    Bright Star  ,2009,PG,119," Biography, Drama, Romance            ",6.9,81,    Jane Campion  ,      A  ie Cornish,   Ben Whishaw,   Paul Schneider,   Kerry Fox  ,25328,4440000
    Miss Potter  ,2006,PG,88," Biography, Drama, Romance            ",6.9,0,    Chris Noonan  ,      Rene Zellweger,   Ewan McGregor,   Emily Watson,   Bar ara Flynn  ,27948,2980000
    Goya' s Ghosts  ,2006,R,113," Biography, Drama, History            ",6.9,0,    Milos Forman  ,      Javier Bardem,   Natalie Portman,   Stellan Skarsgrd,   Randy Quaid  ,29539,1000000
    Alpha Dog  ,2006,R,122," Biography, Crime, Drama            ",6.9,0,    Nick Cassavetes  ,      Emile Hirsch,   Justin Tim erlake,   Anton Yelchin,   Bruce Willis  ,99531,15230000
    Gridiron Gang  ,2006,PG-13,125," Biography, Crime, Drama            ",6.9,0,    Phil Joanou  ,      Dwayne Johnson,   Xzi it,   L. Scott Caldwell,   Leon Rippy  ,57320,38430000
    The Stanford Prison Experiment  ,2015,R,122," Biography, Drama, History            ",6.9,67,    Kyle Patrick Alvarez  ,      Ezra Miller,   Tye Sheridan,   Billy Crudup,   Olivia Thirl y  ,37926,640000
    Che: Part Two  ,2008,Not Rated,135," Biography, Drama, History            ",6.9,64,    Steven Soder ergh  ,      Demin Bichir,   Rodrigo Santoro,   Benicio Del Toro,   Catalina Sandino Moreno  ,32362,0
    I' m Not There  ,2007,R,135," Biography, Drama, Music            ",6.9,73,    Todd Haynes  ,      Christian Bale,   Cate Blanchett,   Heath Ledger,   Ben Whishaw  ,56658,4020000
    The Assassination of Richard Nixon  ,2004,R,95," Biography, Crime, Drama            ",6.9,63,    Niels Mueller  ,      Sean Penn,   Naomi Watts,   Don Cheadle,   Jack Thompson  ,25182,700000
    Girl with a Pearl Earring  ,2003,PG-13,100," Biography, Drama, Romance            ",6.9,72,    Peter We  er  ,      Scarlett Johansson,   Colin Firth,   Tom Wilkinson,   Judy Parfitt  ,72690,11630000
    Radio  ,2003,PG,109," Biography, Drama, Sport            ",6.9,0,    Michael Tollin  ,      Cu a Gooding Jr.,   Ed Harris,   De ra Winger,   S. Epatha Merkerson  ,38269,52280000
    Bully  ,2001,R,108," Biography, Crime, Drama            ",6.9,0,    Larry Clark  ,      Brad Renfro,   Nick Stahl,   Bijou Phillips,   Rachel Miner  ,34795,1540000
    Judy  ,2019,PG-13,118," Biography, Drama, Romance            ",6.8,66,    Rupert Goold  ,      Rene Zellweger,   Jessie Buckley,   Finn Wittrock,   Rufus Sewell  ,42017,0
    Bom shell  ,2019,R,109," Biography, Drama            ",6.8,64,    Jay Roach  ,      Charlize Theron,   Nicole Kidman,   Margot Ro  ie,   John Lithgow  ,93079,0
    Victoria & A dul  ,2017,PG-13,111," Biography, Drama, History            ",6.8,0,    Stephen Frears  ,      Judi Dench,   Ali Fazal,   Tim Pigott-Smith,   Eddie Izzard  ,32325,22250000
    All the Money in the World  ,2017,R,132," Biography, Crime, Drama            ",6.8,72,    Ridley Scott  ,      Michelle Williams,   Christopher Plummer,   Mark Wahl erg,   Romain Duris  ,76240,25110000
    Florence Foster Jenkins  ,2016,PG-13,111," Biography, Comedy, Drama            ",6.8,71,    Stephen Frears  ,      Meryl Streep,   Hugh Grant,   Simon Hel erg,   Re ecca Ferguson  ,51341,27370000
    Tolkien  ,2019,PG-13,112," Biography, Drama, Romance            ",6.8,0,    Dome Karukoski  ,      Nicholas Hoult,   Lily Collins,   Colm Meaney,   Derek Jaco i  ,33813,4540000
    Jersey Boys  ,2014,R,134," Biography, Drama, Music            ",6.8,0,    Clint Eastwood  ,      John Lloyd Young,   Erich Bergen,   Michael Lomenda,   Vincent Piazza  ,33101,47030000
    Bernie  ,2011,PG-13,104," Biography, Comedy, Crime            ",6.8,75,    Richard Linklater  ,      Jack Black,   Shirley MacLaine,   Matthew McConaughey,   Brady Coleman  ,57438,9200000
    Bleed for This  ,2016,R,117," Biography, Drama, Sport            ",6.8,62,    Ben Younger  ,      Miles Teller,   Aaron Eckhart,   Katey Sagal,   Ciarn Hinds  ,25364,4850000
    Machine Gun Preacher  ,2011,R,129," Action, Biography, Crime            ",6.8,0,    Marc Forster  ,      Gerard Butler,   Michelle Monaghan,   Michael Shannon,   Kathy Baker  ,63409,540000
    The Iceman  ,2012,R,106," Biography, Crime, Drama            ",6.8,0,    Ariel Vromen  ,      Michael Shannon,   Chris Evans,   James Franco,   Winona Ryder  ,70943,1940000
    Fair Game  ,2010,PG-13,108," Biography, Drama, Thriller            ",6.8,69,    Doug Liman  ,      Naomi Watts,   Sean Penn,   Sonya Davison,   Vanessa Chong  ,47006,9530000
    Hitchcock  ,2012,PG-13,98," Biography, Drama, Romance            ",6.8,0,    Sacha Gervasi  ,      Anthony Hopkins,   Helen Mirren,   Scarlett Johansson,   Danny Huston  ,72253,6010000
    Eliza eth: The Golden Age  ,2007,PG-13,114," Biography, Drama, History            ",6.8,0,    Shekhar Kapur  ,      Cate Blanchett,   Clive Owen,   Geoffrey Rush,   Jordi Moll  ,68043,16290000
    Ali  ,2001,R,157," Biography, Drama, Sport            ",6.8,65,    Michael Mann  ,      Will Smith,   Jamie Foxx,   Jon Voight,   Mario Van Pee les  ,94103,58200000
    Battle of the Sexes  ,2017,PG-13,121," Biography, Comedy, Drama            ",6.7,73,    Jonathan Dayton   ,       Emma Stone,   Steve Carell,   Andrea Rise orough,   Sarah Silverman    ,50659,12640000
    Jungle  ,2017,R,115," Action, Adventure, Biography            ",6.7,0,    Greg McLean  ,      Daniel Radcliffe,   Thomas Kretschmann,   Alex Russell,   Joel Jackson  ,49377,0
    The Lady in the Van  ,2015,PG-13,104," Biography, Comedy, Drama            ",6.7,70,    Nicholas Hytner  ,      Maggie Smith,   Alex Jennings,   Jim Broad ent,   Clare Hammond  ,26590,10020000
    The Old Man & the Gun  ,2018,PG-13,93," Biography, Comedy, Crime            ",6.7,80,    David Lowery  ,      Ro ert Redford,   Casey Affleck,   Sissy Spacek,   Danny Glover  ,40971,11280000
    Jackie  ,2016,R,100," Biography, Drama, History            ",6.7,81,    Pa lo Larran  ,      Natalie Portman,   Peter Sarsgaard,   Greta Gerwig,   Billy Crudup  ,73404,13960000
    Hysteria  ,2011,R,100," Biography, Comedy, Romance            ",6.7,0,    Tanya Wexler  ,      Maggie Gyllenhaal,   Hugh Dancy,   Jonathan Pryce,   Felicity Jones  ,30618,1800000
    Taking Woodstock  ,2009,R,120," Biography, Comedy, Drama            ",6.7,0,    Ang Lee  ,      Demetri Martin,   Henry Goodman,   Edward Hi  ert,   Imelda Staunton  ,28313,7440000
    Coco Before Chanel  ,2009,PG-13,105," Biography, Drama            ",6.7,65,    Anne Fontaine  ,      Audrey Tautou,   Benot Poelvoorde,   Alessandro Nivola,   Marie Gillain  ,38866,6110000
    The Soloist  ,2009,PG-13,117," Biography, Drama, Music            ",6.7,61,    Joe Wright  ,      Jamie Foxx,   Ro ert Downey Jr.,   Catherine Keener,   Tom Hollander  ,51685,31670000
    Notorious  ,2009,R,122," Biography, Crime, Drama            ",6.7,0,    George Tillman Jr.  ,      Jamal Woolard,   Anthony Mackie,   Derek Luke,   Momo Dione  ,41203,36840000
    The Other Boleyn Girl  ,2008,PG-13,115," Biography, Drama, History            ",6.7,0,    Justin Chadwick  ,      Natalie Portman,   Scarlett Johansson,   Eric Bana,   Jim Sturgess  ,105305,26810000
    The New World  ,2005,PG-13,135," Biography, Drama, History            ",6.7,69,    Terrence Malick  ,         Colin Farrell,  Q    orianka Kilcher,     Christopher Plummer,     Christian Bale    ,83233,12710000
    Hidalgo  ,2004,PG-13,136," Action, Adventure, Biography            ",6.7,0,    Joe Johnston  ,      Viggo Mortensen,   Omar Sharif,   Zuleikha Ro inson,   Louise Lom ard  ,77581,67290000
    Adrift  ,2018,PG-13,96," Action, Adventure, Biography            ",6.6,0,    Baltasar Kormkur  ,      Shailene Woodley,   Sam Claflin,   Jeffrey Thomas,   Eliza eth Hawthorne  ,48272,31450000
    Operation Finale  ,2018,PG-13,122," Biography, Drama, History            ",6.6,0,    Chris Weitz  ,      Oscar Isaac,   Ben Kingsley,   Mlanie Laurent,   Lior Raz  ,34024,17610000
    Whiskey Tango Foxtrot  ,2016,R,112," Biography, Comedy, Drama            ",6.6,0,    Glenn Ficarra   ,       Tina Fey,   Margot Ro  ie,   Martin Freeman,   Alfred Molina    ,49906,23050000
"    Extremely Wicked, Shockingly Evil and Vile  ",2019,R,110," Biography, Crime, Drama            ",6.6,0,    Joe Berlinger  ,      Lily Collins,   Zac Efron,   Angela Sarafyan,   Sydney Vollmer  ,80624,0
    Joy  ,2015,PG-13,124," Biography, Drama            ",6.6,0,    David O. Russell  ,      Jennifer Lawrence,   Ro ert De Niro,   Bradley Cooper,   Edgar Ramrez  ,129020,56450000
    The Grandmaster  ,2013,PG-13,130," Action, Biography, Drama            ",6.6,73,    Kar-Wai Wong  ,      Tony Chiu-Wai Leung,   Ziyi Zhang,   Jin Zhang,   Chen Chang  ,31783,6590000
    The Lost City of Z  ,2016,PG-13,141," Adventure, Biography, Drama            ",6.6,78,    James Gray  ,      Charlie Hunnam,   Ro ert Pattinson,   Sienna Miller,   Tom Holland  ,81289,8580000
    I Love You Phillip Morris  ,2009,R,98," Biography, Comedy, Crime            ",6.6,65,    Glenn Ficarra   ,       Jim Carrey,   Ewan McGregor,   Leslie Mann,   Rodrigo Santoro    ,91806,2040000
    A Mighty Heart  ,2007,R,108," Biography, Drama, History            ",6.6,74,    Michael Winter ottom  ,      Angelina Jolie,   Dan Futterman,   Irrfan Khan,   Archie Panja i  ,26841,9180000
    Imperium  ,2016,R,109," Biography, Crime, Drama            ",6.5,68,    Daniel Ragussis  ,      Daniel Radcliffe,   Toni Collette,   Tracy Letts,   Sam Trammell  ,42601,0
    J. Edgar  ,2011,R,137," Biography, Drama, Romance            ",6.5,0,    Clint Eastwood  ,      Leonardo DiCaprio,   Armie Hammer,   Naomi Watts,   Josh Hamilton  ,123134,37310000
    Kill Your Darlings  ,2013,R,104," Biography, Drama, Romance            ",6.5,65,    John Krokidas  ,      Daniel Radcliffe,   Dane DeHaan,   Michael C. Hall,   Ben Foster  ,35594,1030000
    The Runaways  ,2010,R,106," Biography, Drama, Music            ",6.5,65,    Floria Sigismondi  ,      Kristen Stewart,   Dakota Fanning,   Michael Shannon,   Stella Maeve  ,46562,3570000
    Hollywoodland  ,2006,R,126," Biography, Crime, Drama            ",6.5,62,    Allen Coulter  ,      Adrien Brody,   Ben Affleck,   Diane Lane,   Bo  Hoskins  ,32949,14420000
    Marie Antoinette  ,2006,PG-13,123," Biography, Drama, History            ",6.5,65,    Sofia Coppola  ,      Kirsten Dunst,   Jason Schwartzman,   Rip Torn,   Steve Coogan  ,102475,15960000
    Ned Kelly  ,2003,R,110," Action, Adventure, Biography            ",6.5,0,    Gregor Jordan  ,      Heath Ledger,   Orlando Bloom,   Geoffrey Rush,   Naomi Watts  ,25998,70000
    Riding in Cars with Boys  ,2001,PG-13,132," Biography, Comedy, Drama            ",6.5,0,    Penny Marshall  ,      Drew Barrymore,   Steve Zahn,   Adam Garcia,   Brittany Murphy  ,26841,30170000
    A Dangerous Method  ,2011,R,99," Biography, Drama, Romance            ",6.4,76,    David Cronen erg  ,      Michael Fass ender,   Keira Knightley,   Viggo Mortensen,   Vincent Cassel  ,99200,5700000
    A Walk in the Woods  ,2015,R,104," Adventure, Biography, Comedy            ",6.4,0,    Ken Kwapis  ,      Ro ert Redford,   Nick Nolte,   Emma Thompson,   Mary Steen urgen  ,25104,29470000
