title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Hunt  ,2020,R,90," Action, Horror, Thriller            ",6.5,0,    Craig Zo el  ,      Betty Gilpin,   Hilary Swank,   Ike Barinholtz,   Wayne Duvall  ,71688,0
    It Chapter Two  ,2019,R,169," Drama, Fantasy, Horror            ",6.5,0,    Andy Muschietti  ,      Jessica Chastain,   James McAvoy,   Bill Hader,   Isaiah Mustafa  ,210737,211590000
    Anna elle: Creation  ,2017,R,109," Horror, Mystery, Thriller            ",6.5,62,    David F. Sand erg  ,      Anthony LaPaglia,   Samara Lee,   Miranda Otto,   Brad Greenquist  ,113742,102090000
    Better Watch Out  ,2016,R,89," Comedy, Horror, Thriller            ",6.5,67,    Chris Peckover  ,      Olivia DeJonge,   Levi Miller,   Ed Oxen ould,   Aleks Mikic  ,32391,20000
    The Endless  ,2017,Not Rated,111," Drama, Fantasy, Horror            ",6.5,80,    Justin Benson   ,       Aaron Moorhead,   Justin Benson,   Callie Hernandez,   Tate Ellington    ,34934,270000
    Gerald' s Game  ,2017,TV-MA,103," Drama, Horror, Thriller            ",6.5,77,    Mike Flanagan  ,      Carla Gugino,   Bruce Greenwood,   Chiara Aurelia,   Carel Struycken  ,91276,0
    Time Lapse  ,2014,Not Rated,104," Horror, Sci-Fi, Thriller            ",6.5,0,    Bradley King  ,         Danielle Pana aker,  Matt O    Leary,     George Finn,     John Rhys-Davies    ,42070,0
    Crimson Peak  ,2015,R,119," Drama, Fantasy, Horror            ",6.5,66,    Guillermo del Toro  ,      Mia Wasikowska,   Jessica Chastain,   Tom Hiddleston,   Charlie Hunnam  ,131193,31090000
    Oculus  ,2013,R,104," Horror, Mystery            ",6.5,61,    Mike Flanagan  ,      Karen Gillan,   Brenton Thwaites,   Katee Sackhoff,   Rory Cochrane  ,118020,27700000
    Sightseers  ,2012,Not Rated,88," Adventure, Comedy, Crime            ",6.5,69,    Ben Wheatley  ,      Alice Lowe,   Kenneth Hadley,   Steve Oram,   Eileen Davies  ,26987,40000
    The Awakening  ,2011,R,102," Horror, Thriller            ",6.5,0,    Nick Murphy  ,      Re ecca Hall,   Dominic West,   Imelda Staunton,   Lucy Cohu  ,63488,0
    Byzantium  ,2012,R,118," Drama, Fantasy, Horror            ",6.5,66,    Neil Jordan  ,      Saoirse Ronan,   Gemma Arterton,   Sam Riley,   Cale  Landry Jones  ,41420,80000
    Halloween  ,2018,R,106," Crime, Horror, Thriller            ",6.5,67,    David Gordon Green  ,      Jamie Lee Curtis,   Judy Greer,   Andi Matichak,   James Jude Courtney  ,122253,159340000
    Stake Land  ,2010,R,98," Drama, Horror, Sci-Fi            ",6.5,66,    Jim Mickle  ,      Connor Paolo,   Nick Damici,   Kelly McGillis,   Gregory Jones  ,40718,20000
    Evil Dead  ,2013,R,91," Action, Adventure, Fantasy            ",6.5,0,    Fede Alvarez  ,      Jane Levy,   Shiloh Fernandez,   Jessica Lucas,   Lou Taylor Pucci  ,157220,54240000
    [Rec]  ,2009,R,85," Action, Adventure, Fantasy            ",6.5,0,    Jaume Balaguer   ,       Jonathan D. Mellor,   Manuela Velasco,   scar Zafra,   Ariel Casas    ,69032,30000
    Resident Evil: Degeneration  ,2008,R,98," Animation, Action, Horror            ",6.5,0,    Makoto Kamiya  ,      Paul Mercier,   Alyson Court,   Laura Bailey,   Roger Craig Smith  ,28933,0
    Drag Me to Hell  ,2009,PG-13,99, Horror            ,6.5,83,    Sam Raimi  ,      Alison Lohman,   Justin Long,   Ruth Livier,   Lorna Raver  ,188730,42100000
    The Last House on the Left  ,2009,R,110," Horror, Thriller            ",6.5,0,    Dennis Iliadis  ,      Garret Dillahunt,   Monica Potter,   Tony Goldwyn,   Michael Bowen  ,86372,32750000
    Severance  ,2006,R,96," Comedy, Horror, Thriller            ",6.5,62,    Christopher Smith  ,      Danny Dyer,   Laura Harris,   Tim McInnerny,   To y Stephens  ,36728,140000
    The Crazies  ,2010,R,101," Adventure, Fantasy, Horror            ",6.5,0,    Breck Eisner  ,      Radha Mitchell,   Timothy Olyphant,   Danielle Pana aker,   Joe Anderson  ,112084,39120000
    Slither  ,2006,R,95," Comedy, Horror, Sci-Fi            ",6.5,69,    James Gunn  ,      Nathan Fillion,   Eliza eth Banks,   Michael Rooker,   Don Thompson  ,74959,7770000
    Tideland  ,2005,R,120," Drama, Fantasy, Horror            ",6.5,0,    Terry Gilliam  ,      Jeff Bridges,   Jennifer Tilly,   Jodelle Ferland,   Janet McTeer  ,32018,70000
    Day Watch  ,2006,R,132," Action, Fantasy, Horror            ",6.5,0,    Timur Bekmam etov  ,      Konstantin Kha enskiy,   Mariya Poroshina,   Vladimir Menshov,   Galina Tyunina  ,33394,450000
    The Skeleton Key  ,2005,PG-13,104," Drama, Horror, Mystery            ",6.5,0,    Iain Softley  ,      Kate Hudson,   Peter Sarsgaard,   Joy Bryant,   Gena Rowlands  ,106747,47810000
    Silent Hill  ,2006,R,125," Action, Adventure, Fantasy            ",6.5,0,    Christophe Gans  ,      Radha Mitchell,   Laurie Holden,   Sean Bean,   De orah Kara Unger  ,214569,46980000
    Unsane  ,2018,R,98," Drama, Horror, Mystery            ",6.4,63,    Steven Soder ergh  ,      Claire Foy,   Joshua Leonard,   Jay Pharoah,   Juno Temple  ,41157,7730000
    Revenge  ,2017,R,108," Action, Horror, Thriller            ",6.4,81,    Coralie Fargeat  ,      Matilda Anna Ingrid Lutz,   Kevin Janssens,   Vincent Colom e,   Guillaume Bouchde  ,36935,100000
    Incident in a Ghostland  ,2018,Not Rated,91," Drama, Horror, Mystery            ",6.4,0,    Pascal Laugier  ,      Crystal Reed,   Mylne Farmer,   Anastasia Phillips,   Emilia Jones  ,25156,0
    Escape Room  ,2019,PG-13,99," Action, Adventure, Horror            ",6.4,0,    Adam Ro itel  ,      Taylor Russell,   Logan Miller,   Jay Ellis,   Tyler La ine  ,89693,57010000
    Ghost Stories  ,2017,Not Rated,98," Drama, Horror            ",6.4,68,    Jeremy Dyson   ,       Andy Nyman,   Martin Freeman,   Paul Whitehouse,   Alex Lawther    ,31677,140000
    A Cure for Wellness  ,2016,R,146," Drama, Fantasy, Horror            ",6.4,0,    Gore Ver inski  ,      Dane DeHaan,   Jason Isaacs,   Mia Goth,   Ivo Nandi  ,87918,8110000
    Tale of Tales  ,2015,R,134," Drama, Fantasy, Horror            ",6.4,72,    Matteo Garrone  ,      Salma Hayek,   Vincent Cassel,   To y Jones,   John C. Reilly  ,26622,80000
    The Purge: Anarchy  ,2014,R,103," Action, Horror, Sci-Fi            ",6.4,0,    James DeMonaco  ,      Frank Grillo,   Carmen Ejogo,   Zach Gilford,   Kiele Sanchez  ,139321,71960000
    Alien: Covenant  ,2017,R,122," Horror, Sci-Fi, Thriller            ",6.4,65,    Ridley Scott  ,      Michael Fass ender,   Katherine Waterston,   Billy Crudup,   Danny McBride  ,256063,74260000
    Kill List  ,2011,Not Rated,95," Action, Crime, Horror            ",6.4,67,    Ben Wheatley  ,      Neil Maskell,   MyAnna Buring,   Harry Simpson,   Michael Smiley  ,36957,30000
    John Dies at the End  ,2012,R,99," Comedy, Fantasy, Horror            ",6.4,0,    Don Coscarelli  ,      Chase Williamson,   Ro  Mayes,   Paul Giamatti,   Clancy Brown  ,36318,140000
    The Woman in Black  ,2012,PG-13,95," Drama, Fantasy, Horror            ",6.4,62,    James Watkins  ,      Daniel Radcliffe,   Janet McTeer,   Ciarn Hinds,   Emma Shorey  ,174803,54330000
    The Voices  ,2014,R,103," Comedy, Crime, Fantasy            ",6.4,0,    Marjane Satrapi  ,      Ryan Reynolds,   Gemma Arterton,   Anna Kendrick,   Jacki Weaver  ,53648,0
    Underworld: Awakening  ,2012,R,88," Action, Fantasy, Horror            ",6.4,0,    Mns Mrlind   ,       Kate Beckinsale,   Michael Ealy,   India Eisley,   Stephen Rea    ,146501,62320000
    Fright Night  ,2011,R,106," Comedy, Horror            ",6.4,64,    Craig Gillespie  ,      Anton Yelchin,   Colin Farrell,   David Tennant,   Toni Collette  ,99982,18300000
    Black Death  ,2010,R,102," Action, Drama, History            ",6.4,71,    Christopher Smith  ,      Eddie Redmayne,   Sean Bean,   Carice van Houten,   Kim erley Nixon  ,44758,20000
    The House of the Devil  ,2009,R,95," Horror, Mystery            ",6.4,73,    Ti West  ,      Jocelin Donahue,   Tom Noonan,   Mary Woronov,   Greta Gerwig  ,41328,100000
    The Collector  ,2009,R,90," Action, Crime, Horror            ",6.4,0,    Marcus Dunstan  ,      Josh Stewart,   Andrea Roth,   Juan Fernndez,   William Prael  ,59037,7710000
    Them  ,2006,R,77," Horror, Thriller            ",6.4,0,    David Moreau   ,       Olivia Bonamy,   Michal Cohen,   Adriana Mocca,   Maria Roman    ,29156,0
    The Hills Have Eyes  ,2006,R,107," Action, Adventure, Horror            ",6.4,0,    Alexandre Aja  ,      Ted Levine,   Kathleen Quinlan,   Dan Byrd,   Emilie de Ravin  ,159351,41780000
    Day reakers  ,2009,R,98," Action, Adventure, Fantasy            ",6.4,0,    Michael Spierig   ,       Ethan Hawke,   Willem Dafoe,   Sam Neill,   Harriet Minto-Day    ,122525,30100000
    Night Watch  ,2004,R,114," Action, Fantasy, Horror            ",6.4,0,    Timur Bekmam etov  ,      Konstantin Kha enskiy,   Vladimir Menshov,   Mariya Poroshina,   Valeriy Zolotukhin  ,52419,1490000
    Mindhunters  ,2004,R,106," Crime, Horror, Thriller            ",6.4,0,    Renny Harlin  ,      Val Kilmer,   LL Cool J,   Christian Slater,   Eion Bailey  ,58170,4480000
    The Mothman Prophecies  ,2002,PG-13,119," Drama, Horror, Mystery            ",6.4,0,    Mark Pellington  ,      Richard Gere,   Laura Linney,   David Eigen erg,   Bo  Tracey  ,76417,35750000
    Session 9  ,2001,R,97," Horror, Mystery            ",6.4,0,    Brad Anderson  ,      David Caruso,   Stephen Gevedon,   Paul Guilfoyle,   Josh Lucas  ,55204,380000
    The Cell  ,2000,R,107," Horror, Sci-Fi, Thriller            ",6.4,0,    Tarsem Singh  ,         Jennifer Lopez,     Vince Vaughn,  Vincent D    Onofrio,     Colton James    ,95828,61330000
    Apostle  ,2018,TV-MA,130," Drama, Fantasy, Horror            ",6.3,62,    Gareth Evans  ,      Dan Stevens,   Richard Elfyn,   Paul Higgins,   Bill Milner  ,44406,0
1922,2017,TV-MA,102," Crime, Drama, Horror            ",6.3,70,    Zak Hilditch  ,      Thomas Jane,   Molly Parker,   Dylan Schmid,   Kaitlyn Bernard  ,54100,0
    The Ritual  ,2017,TV-MA,94," Horror, Mystery, Thriller            ",6.3,0,    David Bruckner  ,      Rafe Spall,   Arsher Ali,   Ro ert James-Collier,   Sam Troughton  ,79098,0
    Lights Out  ,2016,PG-13,81," Drama, Horror, Mystery            ",6.3,0,    David F. Sand erg  ,      Teresa Palmer,   Ga riel Bateman,   Maria Bello,   Billy Burke  ,115939,67270000
    The Ba ysitter  ,2017,TV-MA,85," Comedy, Horror            ",6.3,0,    McG  ,      Judah Lewis,   Samara Weaving,   Ro  ie Amell,   Hana Mae Lee  ,74616,0
    The Shallows  ,2016,PG-13,86," Action, Drama, Horror            ",6.3,0,    Jaume Collet-Serra  ,      Blake Lively,   scar Jaenada,   Angelo Josue Lozano Corzo,   Joseph Salas  ,121033,55120000
    Cargo  ,2017,TV-MA,105," Drama, Horror, Sci-Fi            ",6.3,65,    Ben Howling   ,       Simone Landers,   Martin Freeman,   Marlee Jane McPherson-Do  ins,   Lily Anne McPherson-Do  ins    ,37930,0
    Creep  ,2014,R,77," Horror, Thriller            ",6.3,74,    Patrick Brice  ,      Patrick Brice,   Mark Duplass  ,,,43368,0
    Dark Skies  ,2013,PG-13,97," Horror, Sci-Fi, Thriller            ",6.3,0,    Scott Stewart  ,      Keri Russell,   Jake Brennan,   Josh Hamilton,   Dakota Goyo  ,71391,17410000
    13 Sins  ,2014,R,93," Horror, Thriller            ",6.3,0,    Daniel Stamm  ,      Mark We  er,   Devon Graye,   Tom Bower,   Rutina Wesley  ,33960,10000
    Scouts Guide to the Zom ie Apocalypse  ,2015,R,93," Action, Comedy, Horror            ",6.3,0,    Christopher Landon  ,      Tye Sheridan,   Logan Miller,   Joey Morgan,   Sarah Dumont  ,45747,3640000
    Under the Skin  ,2013,R,108," Drama, Horror, Sci-Fi            ",6.3,80,    Jonathan Glazer  ,      Scarlett Johansson,   Jeremy McWilliams,   Lynsey Taylor Mackay,   Dougie McConnell  ,130828,2610000
    Dead Snow  ,2009,Not Rated,91," Comedy, Fantasy, Horror            ",6.3,61,    Tommy Wirkola  ,      Jeppe Beck Laursen,   Charlotte Frogner,   Jenny Skavlan,   Vegar Hoel  ,64318,40000
    I Spit on Your Grave  ,2010,R,108," Horror, Thriller            ",6.3,0,    Steven R. Monroe  ,      Sarah Butler,   Jeff Branson,   Andrew Howard,   Daniel Franzese  ,76903,90000
    Paranormal Activity  ,2007,R,86," Horror, Mystery            ",6.3,68,    Oren Peli  ,      Katie Featherston,   Micah Sloat,   Mark Fredrichs,   Am er Armstrong  ,221510,107920000
    Freaky  ,2020,R,102," Comedy, Horror, Thriller            ",6.3,66,    Christopher Landon  ,         Vince Vaughn,     Kathryn Newton,  Celeste O    Connor,     Misha Osherovich    ,26610,0
    Goose umps  ,2015,PG,103," Adventure, Comedy, Family            ",6.3,0,    Ro  Letterman  ,      Jack Black,   Dylan Minnette,   Odeya Rush,   Ryan Lee  ,81436,80080000
    Dracula Untold  ,2014,PG-13,92," Action, Drama, Fantasy            ",6.3,0,    Gary Shore  ,      Luke Evans,   Dominic Cooper,   Sarah Gadon,   Art Parkinson  ,181048,56280000
    The Uninvited  ,2009,PG-13,87," Drama, Fantasy, Horror            ",6.3,0,    Charles Guard   ,       Emily Browning,   Arielle Ke  el,   Eliza eth Banks,   David Strathairn    ,76655,28570000
    Resident Evil: Extinction  ,2007,R,94," Action, Horror, Sci-Fi            ",6.3,0,    Russell Mulcahy  ,      Milla Jovovich,   Ali Larter,   Oded Fehr,   Iain Glen  ,184234,50650000
    Feast  ,2005,R,95," Action, Comedy, Horror            ",6.3,0,    John Gulager  ,      Navi Rawat,   Krista Allen,   Balthazar Getty,   Judah Friedlander  ,29797,50000
    Happy Death Day 2U  ,2019,PG-13,100," Comedy, Horror, Mystery            ",6.2,0,    Christopher Landon  ,      Jessica Rothe,   Israel Broussard,   Phi Vu,   Suraj Sharma  ,59809,28050000
    Vernica  ,2017,TV-MA,105, Horror            ,6.2,0,    Paco Plaza  ,      Sandra Escacena,   Bruna Gonzlez,   Claudia Placer,   Ivn Chavero  ,36396,0
    Color Out of Space  ,2019,Unrated,111," Horror, Mystery, Sci-Fi            ",6.2,70,    Richard Stanley  ,      Nicolas Cage,   Joely Richardson,   Madeleine Arthur,   Elliot Knight  ,34739,0
    It Comes at Night  ,2017,R,91," Horror, Mystery, Sci-Fi            ",6.2,78,    Trey Edward Shults  ,      Joel Edgerton,   Christopher A  ott,   Carmen Ejogo,   Riley Keough  ,84851,13990000
    Krampus  ,2015,PG-13,98," Comedy, Drama, Fantasy            ",6.2,0,    Michael Dougherty  ,      Adam Scott,   Toni Collette,   David Koechner,   Allison Tolman  ,64795,42590000
    The Visit  ,2015,PG-13,94," Horror, Mystery, Thriller            ",6.2,0,    M. Night Shyamalan  ,      Olivia DeJonge,   Ed Oxen ould,   Deanna Dunagan,   Peter McRo  ie  ,114866,65210000
    Scary Stories to Tell in the Dark  ,2019,PG-13,108," Adventure, Horror, Mystery            ",6.2,61,    Andr vredal  ,      Zoe Margaret Colletti,   Michael Garza,   Ga riel Rush,   Austin A rams  ,62108,62740000
    Before I Wake  ,2016,PG-13,97," Drama, Fantasy, Horror            ",6.2,68,    Mike Flanagan  ,      Kate Bosworth,   Oleksandr Reshetilov,   Thomas Jane,   Jaco  Trem lay  ,40524,0
"    As A ove, So Below  ",2014,R,93," Horror, Mystery, Thriller            ",6.2,0,    John Erick Dowdle  ,      Perdita Weeks,   Ben Feldman,   Edwin Hodge,   Franois Civil  ,79073,21200000
    Deliver Us from Evil  ,2014,R,118," Action, Biography, Crime            ",6.2,0,    Scott Derrickson  ,      Eric Bana,   Edgar Ramrez,   Olivia Munn,   Chris Coy  ,71859,30580000
    Open Grave  ,2013,Unrated,102," Horror, Mystery, Thriller            ",6.2,0,    Gonzalo Lpez-Gallego  ,      Sharlto Copley,   Thomas Kretschmann,   Josie Ho,   Joseph Morgan  ,28344,0
    Mama  ,2013,PG-13,100," Fantasy, Horror, Thriller            ",6.2,0,    Andy Muschietti  ,      Jessica Chastain,   Nikolaj Coster-Waldau,   Megan Charpentier,   Isa elle Nlisse  ,169369,71630000
    The Neon Demon  ,2016,R,117," Horror, Thriller            ",6.2,0,    Nicolas Winding Refn  ,      Elle Fanning,   Christina Hendricks,   Keanu Reeves,   Karl Glusman  ,85163,1330000
    Devil  ,2010,PG-13,80," Horror, Mystery, Thriller            ",6.2,0,    John Erick Dowdle  ,      Chris Messina,   Caroline Dhavernas,   Bokeem Wood ine,   Logan Marshall-Green  ,134977,33580000
    Dark Shadows  ,2012,PG-13,113," Comedy, Fantasy, Horror            ",6.2,0,    Tim Burton  ,      Johnny Depp,   Michelle Pfeiffer,   Eva Green,   Helena Bonham Carter  ,248849,79730000
    #Alive  ,2020,TV-MA,98," Action, Drama, Horror            ",6.2,0,    Il Cho  ,      Yoo Ah-In,   Park Shin-Hye,   Bae-soo Jeon,   Hyun-Wook Lee  ,26374,0
    The Thing  ,2011,R,103," Horror, Mystery, Sci-Fi            ",6.2,0,    Matthijs van Heijningen Jr.  ,      Mary Eliza eth Winstead,   Joel Edgerton,   Ulrich Thomsen,   Eric Christian Olsen  ,122889,16930000
    Red State  ,2011,R,88," Action, Crime, Horror            ",6.2,0,    Kevin Smith  ,      Michael Parks,   Melissa Leo,   John Goodman,   Michael Angarano  ,62247,1100000
    Frontier(s)  ,2007,Unrated,108, Horror            ,6.2,0,    Xavier Gens  ,      Karina Testa,   Aurlien Wiik,   Patrick Ligardes,   Samuel Le Bihan  ,25316,0
    Case 39  ,2009,R,109," Horror, Mystery, Thriller            ",6.2,0,    Christian Alvart  ,      Rene Zellweger,   Ian McShane,   Jodelle Ferland,   Bradley Cooper  ,79699,13250000
    Mirrors  ,2008,R,110," Horror, Mystery            ",6.2,0,    Alexandre Aja  ,      Kiefer Sutherland,   Paula Patton,   Amy Smart,   Cameron Boyce  ,102585,30690000
    Saw III  ,2006,R,108," Crime, Horror, Mystery            ",6.2,0,    Darren Lynn Bousman  ,      To in Bell,   Shawnee Smith,   Angus Macfadyen,   Bahar Soomekh  ,179190,80240000
    The Strangers  ,2008,R,86," Horror, Thriller            ",6.2,0,    Bryan Bertino  ,      Scott Speedman,   Liv Tyler,   Gemma Ward,   Alex Fisher  ,118591,52600000
    Rogue  ,2007,R,99," Action, Adventure, Drama            ",6.2,0,    Greg McLean  ,      Michael Vartan,   Radha Mitchell,   Sam Worthington,   Caroline Brazier  ,28164,10000
    Dead Silence  ,2007,R,89," Horror, Mystery, Thriller            ",6.2,0,    James Wan  ,      Ryan Kwanten,   Am er Valletta,   Donnie Wahl erg,   Michael Fairman  ,86292,16810000
    Vacancy  ,2007,R,85," Horror, Thriller            ",6.2,0,    Nimrd Antal  ,      Kate Beckinsale,   Luke Wilson,   Frank Whaley,   Ethan Em ry  ,94816,19360000
    Land of the Dead  ,2005,R,93," Horror, Sci-Fi, Thriller            ",6.2,71,    George A. Romero  ,      John Leguizamo,   Asia Argento,   Simon Baker,   Dennis Hopper  ,92080,20700000
    Wolf Creek  ,2005,R,99," Crime, Horror, Thriller            ",6.2,0,    Greg McLean  ,      Nathan Phillips,   Cassandra Magrath,   Kestie Morassi,   John Jarratt  ,68089,16190000
    Hanni al Rising  ,2007,R,121," Action, Adventure, Crime            ",6.2,0,    Peter We  er  ,      Gaspard Ulliel,   Rhys Ifans,   Li Gong,   Aaran Thomas  ,104373,27670000
    The Texas Chainsaw Massacre  ,2003,R,98," Crime, Horror            ",6.2,0,    Marcus Nispel  ,      Jessica Biel,   Jonathan Tucker,   Andrew Bryniarski,   Erica Leerhsen  ,130801,80570000
    Resident Evil: Apocalypse  ,2004,R,94," Action, Horror, Sci-Fi            ",6.2,0,    Alexander Witt  ,      Milla Jovovich,   Sienna Guillory,   Eric Ma ius,   Oded Fehr  ,187023,51200000
    Final Destination 2  ,2003,R,90," Horror, Thriller            ",6.2,0,    David R. Ellis  ,      A.J. Cook,   Ali Larter,   Tony Todd,   Michael Landes  ,153099,46960000
    Jeepers Creepers  ,2001,R,90," Horror, Mystery            ",6.2,0,    Victor Salva  ,      Gina Philips,   Justin Long,   Jonathan Breck,   Patricia Belcher  ,112018,37900000
    Crawl  ,2019,R,87," Action, Horror, Thriller            ",6.1,0,    Alexandre Aja  ,      Kaya Scodelario,   Barry Pepper,   Morfydd Clark,   Ross Anderson  ,69432,39010000
    The Perfection  ,2018,TV-MA,90," Drama, Horror, Music            ",6.1,0,    Richard Shepard  ,      Steven We er,   Allison Williams,   Alaina Huffman,   Logan Browning  ,36418,0
    Bright urn  ,2019,R,90," Drama, Horror, Mystery            ",6.1,0,    David Yarovesky  ,      Eliza eth Banks,   David Denman,   Jackson A. Dunn,   A raham Clinkscales  ,80551,17300000
    The Lodge  ,2019,R,108," Drama, Horror, Thriller            ",6.1,64,    Severin Fiala   ,       Riley Keough,   Jaeden Martell,   Lia McHugh,   Richard Armitage    ,33537,0
    Personal Shopper  ,2016,R,105," Drama, Fantasy, Horror            ",6.1,77,    Olivier Assayas  ,      Kristen Stewart,   Lars Eidinger,   Sigrid Bouaziz,   Anders Danielsen Lie  ,36723,1310000
    Ouija: Origin of Evil  ,2016,PG-13,99," Drama, Horror, Mystery            ",6.1,65,    Mike Flanagan  ,      Eliza eth Reaser,   Lulu Wilson,   Annalise Basso,   Henry Thomas  ,54449,34900000
    Insidious: Chapter 3  ,2015,PG-13,97," Horror, Mystery, Thriller            ",6.1,0,    Leigh Whannell  ,      Dermot Mulroney,   Stefanie Scott,   Angus Sampson,   Leigh Whannell  ,94541,52220000
    Maniac  ,2012,Not Rated,89," Horror, Thriller            ",6.1,0,    Franck Khalfoun  ,      Elijah Wood,   Nora Arnezeder,   America Olivo,   Megan Duffy  ,35304,20000
    The Collection  ,2012,R,82," Action, Adventure, Crime            ",6.1,0,    Marcus Dunstan  ,      Josh Stewart,   Emma Fitzpatrick,   Christopher McDonald,   Randall Archer  ,45907,12840000
    Grave Encounters  ,2011,Not Rated,92," Horror, Mystery, Thriller            ",6.1,0,    Colin Minihan   ,    Ben Wilkinson,   Sean Rogerson,   Ashleigh Gryzko,     ,53166,0
    Ho o with a Shotgun  ,2011,Not Rated,86," Action, Comedy, Horror            ",6.1,0,    Jason Eisener  ,      Rutger Hauer,   Pasha E rahimi,   Ro   Wells,   Brian Downey  ,44117,700000
    Hansel & Gretel: Witch Hunters  ,2013,R,88," Action, Fantasy, Horror            ",6.1,0,    Tommy Wirkola  ,      Jeremy Renner,   Gemma Arterton,   Peter Stormare,   Famke Janssen  ,195520,55700000
    Scream 4  ,2011,R,111," Horror, Mystery            ",6.1,0,    Wes Craven  ,      Neve Camp ell,   Courteney Cox,   David Arquette,   Lucy Hale  ,128637,38180000
    6 Souls  ,2010,R,112," Horror, Mystery, Thriller            ",6.1,0,    Mns Mrlind   ,       Julianne Moore,   Jonathan Rhys Meyers,   Jeffrey DeMunn,   Frances Conroy    ,32586,0
    The Belko Experiment  ,2016,R,89," Horror, Thriller            ",6.1,0,    Greg McLean  ,      John Gallagher Jr.,   Tony Goldwyn,   Adria Arjona,   John C. McGinley  ,44776,10160000
    Splinter  ,2008,R,82," Horror, Sci-Fi, Thriller            ",6.1,0,    To y Wilkins  ,      Shea Whigham,   Jill Wagner,   Paulo Costanzo,   Charles Baker  ,33637,0
    Solomon Kane  ,2009,R,104," Action, Adventure, Fantasy            ",6.1,0,    M.J. Bassett  ,      James Purefoy,   Max von Sydow,   Rachel Hurd-Wood,   Pete Postlethwaite  ,69586,0
    Bug  ,2006,R,102," Drama, Horror, Thriller            ",6.1,62,    William Friedkin  ,      Ashley Judd,   Michael Shannon,   Harry Connick Jr.,   Lynn Collins  ,33172,7010000
    Halloween  ,2007,R,109, Horror            ,6.1,0,    Ro  Zom ie  ,      Scout Taylor-Compton,   Malcolm McDowell,   Tyler Mane,   Brad Dourif  ,109562,58270000
    Wrong Turn  ,2003,R,84," Horror, Thriller            ",6.1,0,    Ro  Schmidt  ,      Eliza Dushku,   Jeremy Sisto,   Emmanuelle Chriqui,   Desmond Harrington  ,110442,15420000
    House of 1000 Corpses  ,2003,R,89, Horror            ,6.1,0,    Ro  Zom ie  ,      Sid Haig,   Karen Black,   Bill Moseley,   Sheri Moon Zom ie  ,78680,12630000
    Captive State  ,2019,PG-13,109," Action, Horror, Sci-Fi            ",6.0,0,    Rupert Wyatt  ,      John Goodman,   Ashton Sanders,   Jonathan Majors,   Vera Farmiga  ,49446,5960000
    The Purge: Election Year  ,2016,R,108," Action, Horror, Sci-Fi            ",6.0,0,    James DeMonaco  ,      Frank Grillo,   Eliza eth Mitchell,   Mykelti Williamson,   Joseph Julian Soria  ,90668,79210000
    The Boy  ,2016,PG-13,97," Horror, Mystery, Thriller            ",6.0,0,    William Brent Bell  ,      Lauren Cohan,   Rupert Evans,   James Russell,   Jim Norton  ,81174,35820000
    The Taking of De orah Logan  ,2014,R,90," Horror, Mystery, Thriller            ",6.0,0,    Adam Ro itel  ,      Jill Larson,   Anne Ramsay,   Michelle Ang,   Brett Gentile  ,26666,0
    Circle  ,2015,Not Rated,87," Drama, Horror, Mystery            ",6.0,0,    Aaron Hann   ,       Allegra Masters,   Aimee McKay,   Ashley Key,   Autumn Federici    ,45751,0
    V/H/S/2  ,2013,R,96," Horror, Thriller            ",6.0,0,    Simon Barrett   ,      Gregg Hale,   Eduardo Snchez,   Timo Tjahjanto,   Adam Wingard  ,36273,20000
    Victor Frankenstein  ,2015,PG-13,110," Drama, Horror, Sci-Fi            ",6.0,0,    Paul McGuigan  ,      Daniel Radcliffe,   James McAvoy,   Jessica Brown Findlay,   Andrew Scott  ,52770,5780000
    Saw VI  ,2009,R,90," Horror, Mystery, Thriller            ",6.0,0,    Kevin Greutert  ,      To in Bell,   Costas Mandylor,   Mark Rolston,   Betsy Russell  ,102476,27690000
    The Rite  ,2011,PG-13,114," Drama, Horror, Mystery            ",6.0,0,    Mikael Hfstrm  ,      Colin O    Donoghue,     Anthony Hopkins,     Ciarn Hinds,     Alice Braga    ,91453,33050000
    The Midnight Meat Train  ,2008,R,100," Horror, Mystery, Thriller            ",6.0,0,    Ryhei Kitamura  ,      Vinnie Jones,   Bradley Cooper,   Leslie Bi  ,   Brooke Shields  ,60455,80000
    The Amityville Horror  ,2005,R,90, Horror            ,6.0,0,    Andrew Douglas  ,      Ryan Reynolds,   Melissa George,   Jimmy Bennett,   Jesse James  ,105687,65230000
    Hide and Seek  ,2005,R,101," Drama, Horror, Mystery            ",6.0,0,    John Polson  ,      Ro ert De Niro,   Dakota Fanning,   Famke Janssen,   Elisa eth Shue  ,81933,51100000
    Cam  ,2018,TV-MA,94," Drama, Horror, Mystery            ",5.9,71,    Daniel Goldha er  ,      Madeline Brewer,   Patch Darragh,   Melora Walters,   Devin Druid  ,27306,0
    Anna elle Comes Home  ,2019,R,106," Horror, Mystery, Thriller            ",5.9,0,    Gary Dau erman  ,      Vera Farmiga,   Patrick Wilson,   Mckenna Grace,   Madison Iseman  ,59056,74150000
    Unfriended: Dark We   ,2018,R,92," Horror, Mystery, Thriller            ",5.9,0,    Stephen Susco  ,      Colin Woodell,   Stephanie Nogueras,   Betty Ga riel,   Re ecca Rittenhouse  ,27639,8780000
