title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
Mamma Mia!,2008),PG-13,108," Comedy, Musical, Romance            ",6.4,0,Phyllida Lloyd,"['Meryl Streep, ', 'Pierce Brosnan, ', 'Amanda Seyfried, ', 'Stellan Skarsgård', '']",217870,$144.13M
Hoodwinked,2005),PG,80," Animation, Comedy, Crime            ",6.4,0,"Cory Edwards, ","['| ', '    Stars:', 'Anne Hathaway, ', 'Glenn Close, ', 'Patrick Warburton, ']",56801,$51.39M
Happy Feet,2006),PG,108," Animation, Adventure, Comedy            ",6.4,77        ,"George Miller, ","['| ', '    Stars:', 'Elijah Wood, ', 'Brittany Murphy, ', 'Hugh Jackman, ']",171051,$198.00M
Rio 2,2014),G,101," Animation, Adventure, Comedy            ",6.3,0,Carlos Saldanha,"['Jesse Eisenberg, ', 'Anne Hathaway, ', 'Jemaine Clement, ', 'Andy Garcia', '']",80984,$131.54M
The Producers,2005),PG-13,134," Comedy, Crime, Musical            ",6.3,0,Susan Stroman,"['Nathan Lane, ', 'Matthew Broderick, ', 'Uma Thurman, ', 'Will Ferrell', '']",41119,$19.38M
Evita,1996),PG,135," Biography, Drama, History            ",6.3,0,Alan Parker,"['Madonna, ', 'Jonathan Pryce, ', 'Antonio Banderas, ', 'Jimmy Nail', '']",34151,$50.05M
Isn't It Romantic,2019),PG-13,89," Comedy, Fantasy, Musical            ",5.9,0,Todd Strauss-Schulson,"['Rebel Wilson, ', 'Liam Hemsworth, ', 'Adam Devine, ', 'Priyanka Chopra', '']",63726,$48.79M
Into the Woods,2014),PG,125," Adventure, Comedy, Drama            ",5.9,69        ,Rob Marshall,"['Anna Kendrick, ', 'Meryl Streep, ', 'Chris Pine, ', 'Emily Blunt', '']",133355,$128.00M
Happy Feet Two,2011),PG,100," Animation, Adventure, Comedy            ",5.9,0,"George Miller, ","['| ', '    Stars:', 'Elijah Wood, ', 'Robin Williams, ', 'Pink, ']",42063,$64.01M
Rock of Ages,2012),PG-13,123," Comedy, Drama, Musical            ",5.9,0,Adam Shankman,"['Julianne Hough, ', 'Diego Boneta, ', 'Tom Cruise, ', 'Alec Baldwin', '']",74192,$38.52M
Raise Your Voice,2004),PG,103," Family, Music, Musical            ",5.9,0,Sean McNamara,"['Hilary Duff, ', 'John Corbett, ', 'Rebecca De Mornay, ', 'Oliver James', '']",26899,$10.41M
Nine,2009),PG-13,118," Drama, Musical, Romance            ",5.8,0,Rob Marshall,"['Daniel Day-Lewis, ', 'Marion Cotillard, ', 'Penélope Cruz, ', 'Sandro Dori', '']",42509,$24.00M
Annie,2014),PG,118," Comedy, Drama, Family            ",5.3,0,Will Gluck,"['Quvenzhané Wallis, ', 'Cameron Diaz, ', 'Jamie Foxx, ', 'Rose Byrne', '']",34425,$85.91M
Popeye,1980),PG,114," Adventure, Comedy, Family            ",5.3,64        ,Robert Altman,"['Robin Williams, ', 'Shelley Duvall, ', 'Ray Walston, ', 'Paul Dooley', '']",29679,$49.82M
Blues Brothers 2000,1998),PG-13,123," Action, Comedy, Crime            ",4.9,0,John Landis,"['Dan Aykroyd, ', 'John Goodman, ', 'Walter Levine, ', 'Tom Davis', '']",31744,$13.98M
High School Musical 3: Senior Year,2008),G,112," Comedy, Drama, Family            ",4.8,0,Kenny Ortega,"['Zac Efron, ', 'Vanessa Hudgens, ', 'Ashley Tisdale, ', 'Lucas Grabeel', '']",58458,$90.56M
Grease 2,1982),PG,115," Comedy, Drama, Musical            ",4.4,0,Patricia Birch,"['Michelle Pfeiffer, ', 'Maxwell Caulfield, ', 'Lorna Luft, ', 'Maureen Teefy', '']",33099,$15.17M
Cats,2019),PG,110," Comedy, Drama, Family            ",2.7,0,Tom Hooper,"['James Corden, ', 'Judi Dench, ', 'Jason Derulo, ', 'Idris Elba', '']",43178,0
